lexemes_read,unique_lexemes_read,most_recent_unique_lexeme,log_lexemes_read,log_unique_lexemes_read,english_translation
3191,689,charming,8.068089626278244,6.535241271013659,charming
3201,692,lace,8.071218539969863,6.539585955617669,lace
3211,694,interrupt,8.074337694089515,6.542471960506805,interrupt
3221,696,finery,8.0774471493312,6.54534966033442,finery
3231,699,relate,8.080546965824498,6.54965074223381,relate
3241,702,shocking,8.083637203141548,6.553933404025811,shocking
3251,703,rudeness,8.086717920303906,6.555356891810665,rudeness
3261,706,suit,8.089789175789319,6.559615237493242,suit
3271,707,horrid,8.092851027538384,6.561030665896573,horrid
3281,710,conceited,8.0959035329611,6.565264970035361,conceited
3291,711,endure,8.098946748943339,6.566672429803241,endure
3301,711,endure,8.101980731853192,6.566672429803241,endure
3311,711,endure,8.105005537547246,6.566672429803241,endure
3321,712,set,8.108021221376747,6.568077911411976,set
3331,712,set,8.11102783819368,6.568077911411976,set
3341,715,cautious,8.114025442356757,6.572282542694008,cautious
3351,717,express,8.11701408773731,6.57507584059962,express
3361,717,express,8.119993827725105,6.57507584059962,express
3371,717,express,8.12296471523406,6.57507584059962,express
3381,720,manners!—so,8.125926802707886,6.579251212010101,manners!—so
3391,724,also,8.128880142125638,6.584791392385716,also
3401,725,likewise,8.131824785007195,6.586171654854675,likewise
3411,728,complete,8.134760782418645,6.590301048196686,complete
3421,728,complete,8.137688184977605,6.590301048196686,complete
3431,729,compliment,8.14060704285845,6.591673732008658,compliment
3441,729,compliment,8.14351740579748,6.591673732008658,compliment
3451,731,surprise,8.146419323098003,6.594413459749778,surprise
3461,732,natural,8.149312843635345,6.595780513961311,natural
3471,733,help,8.152198015861787,6.597145701886651,help
3481,733,help,8.15507488781144,6.597145701886651,help
3491,735,gallantry,8.157943507105037,6.5998704992128365,gallantry
3501,735,gallantry,8.160803920954665,6.5998704992128365,gallantry
3511,736,stupider,8.163656176168432,6.601230118728877,stupider
3521,737,apt,8.166500319155052,6.602587892189336,apt
3531,737,apt,8.169336395928386,6.602587892189336,apt
3541,739,anybody,8.172164452111904,6.6052979209482015,anybody
3551,739,anybody,8.174984532943087,6.6052979209482015,anybody
3561,741,being,8.177796683277778,6.608000625296087,being
3571,743,censure,8.18060094759445,6.610696044717759,censure
3581,743,censure,8.183397369998433,6.610696044717759,censure
3591,745,sense,8.186185994226083,6.61338421837956,sense
3601,748,folly,8.188966863648876,6.617402977974478,folly
3611,752,enough;—one,8.191740021277457,6.62273632394984,enough;—one
3621,755,ostentation,8.19450550976564,6.626717749249025,ostentation
3631,755,ostentation,8.197263371414335,6.626717749249025,ostentation
3641,757,belong,8.200013648175434,6.6293632534374485,belong
3651,757,belong,8.202756381655638,6.6293632534374485,belong
3661,758,equal,8.205491613120236,6.630683385642372,equal
3671,758,equal,8.208219383496834,6.630683385642372,equal
3681,759,converse,8.210939733379021,6.63200177739563,converse
3691,759,converse,8.213652703029998,6.63200177739563,converse
3701,760,mistaken,8.216358332386156,6.633318433280377,mistaken
3711,762,silence,8.219056661060598,6.635946555686647,silence
3721,764,calculate,8.221747728346623,6.638567789166521,calculate
3731,766,observation,8.224431573221159,6.641182169740591,observation
3741,767,pliancy,8.227108234348146,6.642486801367256,pliancy
3751,769,unassailed,8.229777750081887,6.645090969505644,unassailed
3761,771,approve,8.232440158470336,6.647688373563329,approve
3771,773,deficient,8.235095497258357,6.650279048587422,deficient
3781,774,power,8.237743803890933,6.651571873589727,power
3791,774,power,8.240385115516334,6.651571873589727,power
3801,777,seminary,8.24301946898925,6.655440350367647,seminary
3811,778,pound,8.24564690087386,6.656726524178391,pound
3821,780,associate,8.2482674474469,6.659293919683638,associate
3831,781,rank,8.25088114470065,6.660575149839686,rank
3841,783,meanly,8.253488028345904,6.663132695990803,meanly
3851,784,respectable,8.25608813381491,6.664409020350408,respectable
3861,788,memory,8.258681496264236,6.669498089857879,memory
3871,788,memory,8.261268150577648,6.669498089857879,memory
3881,792,amount,8.263848131368906,6.674561391814426,amount
3891,793,nearly,8.266421472984554,6.675823221634848,nearly
3901,794,purchase,8.268988209506656,6.677083461247136,purchase
3911,796,choice,8.271548374755515,6.679599185844383,choice
3921,798,provide,8.27410200229233,6.682108597449809,provide
3931,800,manor,8.27664912542186,6.684611727667927,manor
3941,801,doubtful,8.279189777195004,6.68586094706836,doubtful
3951,803,whether,8.281723990411392,6.688354713946762,whether
3961,804,remainder,8.284251797621916,6.689599269178967,remainder
3971,806,anxious,8.286773231131251,6.692083742506628,anxious
3981,806,anxious,8.289288323000317,6.692083742506628,anxious
3991,808,tenant,8.291797105048733,6.694562058521095,tenant
4001,811,table,8.294299608857235,6.698268054115413,table
4011,811,table,8.296795865770052,6.698268054115413,table
4021,811,table,8.299285906897275,6.698268054115413,table
4031,812,home,8.301769763117166,6.699500340161678,home
4041,814,accidental,8.304247465078474,6.70196036600254,accidental
4051,815,recommendation,8.30671904320269,6.703188113240863,recommendation
4061,816,hour,8.309184527686298,6.704414354964107,hour
4071,818,satisfied,8.31164394850298,6.706862336602747,satisfied
4081,819,owner,8.314097335405807,6.70808408385307,owner
4091,820,steady,8.316544717929398,6.709304340258298,steady
4101,823,opposition,8.31898612539206,6.71295620067707,opposition
4111,826,ductility,8.321421586897879,6.716594773520978,ductility
4121,827,offer,8.323851131338817,6.717804695023691,offer
4131,827,offer,8.326274787396764,6.717804695023691,offer
4141,831,regard,8.328692583545568,6.7226297948554485,regard
4151,833,reliance,8.33110454805304,6.725033642166843,reliance
4161,834,superior,8.333510708982942,6.726233402358747,superior
4171,835,clever,8.335911094196945,6.727431724850855,clever
4181,837,haughty,8.338305731356565,6.729824070489475,haughty
4191,839,invite,8.340694647925071,6.732210706467206,invite
4201,840,greatly,8.343077871169383,6.733401891837359,greatly
4211,843,offence,8.345455428161928,6.736966958001855,offence
4221,844,meryton,8.347827345782498,6.738152494595957,meryton
4231,847,pleasanter,8.350193650720067,6.741700694652055,pleasanter
4241,848,kind,8.352554369474591,6.742880635791903,kind
4251,850,formality,8.35490952835879,6.745236349484363,formality
4261,852,acquainted,8.357259153499912,6.747586526829315,acquainted
4271,853,conceive,8.359603270841466,6.748759547491679,conceive
4281,855,contrary,8.361941906144946,6.75110146893676,contrary
4291,856,collection,8.364275084991524,6.752270376141742,collection
4301,856,collection,8.366602832783736,6.752270376141742,collection
4311,859,receive,8.368925174747135,6.755768921984255,receive
4321,859,receive,8.371242135931933,6.755768921984255,receive
4331,860,allow,8.373553741214627,6.756932389247553,allow
4341,860,allow,8.375860015299594,6.756932389247553,allow
4351,861,sweet,8.37816098272068,6.7580945044277305,sweet
4361,862,object,8.380456667842767,6.759255270663693,object
4371,862,object,8.382747094863314,6.759255270663693,object
4381,864,commendation,8.385032287813898,6.761572768804055,commendation
4391,865,short,8.387312270561717,6.762729506931879,short
4401,866,intimate,8.38958706681109,6.763884908562435,intimate
4411,867,formerly,8.39185670010494,6.765038976780541,formerly
4421,868,rise,8.394121193826242,6.766191714660351,rise
4431,869,knighthood,8.39638057119949,6.767343125265392,knighthood
4441,871,distinction,8.398634855292102,6.769641976852503,distinction
4451,872,strongly,8.400884069015854,6.77078942390898,strongly
4461,874,market,8.403128235128264,6.773080375655535,market
4471,877,remove,8.405367376233981,6.776506992372183,remove
4481,879,denominate,8.407601514786142,6.778784897685177,denominate
4491,881,lodge,8.409830673087738,6.78105762593618,lodge
4501,885,solely,8.412054873292933,6.785587645007929,solely
4511,887,elate,8.414274137408396,6.787844982309579,elate
4521,889,supercilious,8.416488487294606,6.790097235513905,supercilious
4531,890,nature,8.418697944667139,6.7912214627261855,nature
4541,896,james,8.420902531097951,6.79794041297493,james
4551,897,courteous,8.423102268016642,6.799055862058796,courteous
4561,898,valuable,8.4252971767117,6.8001700683022,valuable
4571,898,valuable,8.427487278331744,6.8001700683022,valuable
4581,899,intelligent,8.429672593886743,6.80128303447162,intelligent
4591,900,lucase,8.431853144249223,6.802394763324311,lucase
4601,901,absolutely,8.434028950155469,6.803505257608338,absolutely
4611,902,necessary,8.436200032206706,6.804614520062624,necessary
4621,903,communicate,8.438366410870266,6.805722553416985,communicate
4631,905,selfcommand,8.440528106480752,6.807934943699926,selfcommand
4641,906,yes,8.442685139241176,6.80903930604298,yes
4651,906,yes,8.444837529224097,6.80903930604298,yes
4661,908,because,8.446985296372741,6.811244378601294,because
4671,908,because,8.449128460502108,6.811244378601294,because
4681,908,because,8.45126704130007,6.811244378601294,because
4691,910,robinson,8.453401058328458,6.813444599510896,robinson
4701,910,robinson,8.45553053102413,6.813444599510896,robinson
4711,910,robinson,8.45765547870004,6.813444599510896,robinson
4721,910,robinson,8.459775920546287,6.813444599510896,robinson
4731,910,robinson,8.461891875631148,6.813444599510896,robinson
4741,910,robinson,8.464003362902119,6.813444599510896,robinson
4751,912,question—‘oh,8.46611040118692,6.815639990074331,question—‘oh
4761,914,doubt,8.46821300919452,6.81783057145415,doubt
4771,915,point,8.470311205516108,6.818924065275521,point
4781,915,point,8.472405008626103,6.818924065275521,point
4791,916,overhearing,8.474494436883122,6.82001636467413,overhearing
4801,918,eliza,8.476579508530941,6.822197390620491,eliza
4811,918,eliza,8.478660241699453,6.822197390620491,eliza
4821,919,eliza!—to,8.480736654405622,6.823286122355687,eliza!—to
4831,921,put,8.482808764554406,6.825460036255307,put
4841,923,illtreatment,8.484876589939695,6.827629234502852,illtreatment
4851,923,illtreatment,8.486940148245216,6.827629234502852,illtreatment
4861,924,misfortune,8.488999457045455,6.828712071641684,misfortune
4871,925,night,8.491054533806542,6.829793737512425,night
4881,927,lip,8.493105395887147,6.831953565565855,lip
4891,928,ma’am?—is,8.495152060539358,6.833031732786201,ma’am?—is
4901,928,ma’am?—is,8.497194544909547,6.833031732786201,ma’am?—is
4911,928,ma’am?—is,8.499232866039245,6.833031732786201,ma’am?—is
4921,928,ma’am?—is,8.501267040865978,6.833031732786201,ma’am?—is
4931,928,ma’am?—is,8.503297086224126,6.833031732786201,ma’am?—is
4941,928,ma’am?—is,8.50532301884575,6.833031732786201,ma’am?—is
4951,929,remarkably,8.507344855361422,6.834108738813838,remarkably
4961,929,remarkably,8.509362612301048,6.834108738813838,remarkably
4971,929,remarkably,8.511376306094673,6.834108738813838,remarkably
4981,930,guess,8.513385953073284,6.835184586147301,guess
4991,932,pride,8.515391569469609,6.837332814685591,pride
5001,933,somehow,8.517393171418904,6.838405200847344,somehow
5011,934,carriage,8.519390774959724,6.839476438228843,carriage
