lexemes_read,unique_lexemes_read,most_recent_unique_lexeme,log_lexemes_read,log_unique_lexemes_read,english_translation
671,374,μάβρη,6.508769136971682,5.924255797414532,master
681,379,ρήχνω,6.523562306149512,5.937536205082426,nitish
691,385,πρώτα,6.53813982376767,5.953243334287785,first
701,389,άντρας,6.55250788703459,5.963579343618446,man
711,394,φωτιά,6.566672429803241,5.976350909297934,fire
721,396,πυκνόπεφταν,6.580639137284949,5.981414211254481,thoroughly
731,400,φώτομαι,6.594413459749778,5.991464547107982,bewilder
741,405,θώραε,6.608000625296087,6.003887067106539,thorah
751,408,μαζωχτήκαν,6.621405651764134,6.0112671744041615,sketched
761,411,πηλιάς,6.634633357861686,6.018593214496234,clay
771,416,πάλι,6.647688373563329,6.030685260261263,again
781,420,πηγαίνω,6.660575149839686,6.040254711277414,I am going
791,424,κανείς,6.673297967767654,6.049733455231958,you do
801,426,πόλεμος,6.68586094706836,6.054439346269371,war
811,432,ή,6.698268054115413,6.068425588244111,the
821,437,τα,6.710523109452428,6.07993319509559,the
831,440,χόλιασε,6.7226297948554485,6.0867747269123065,pluck
841,447,                   ,6.734591659972948,6.102558594613569,
851,452,λάβω,6.746412128573375,6.113682179832232,take
861,455,γλυτώσω,6.7580945044277305,6.12029741895095,sculpture
871,459,βαθύτερος,6.769641976852503,6.129050210060545,underlying
881,462,στερνώ,6.78105762593618,6.135564891081739,stern
891,464,μαντοσύνης,6.792344427470809,6.139884552226255,mantos
901,467,τριά,6.803505257608338,6.1463292576688975,three
911,470,νος,6.814542897259958,6.152732694704104,nos
921,472,πηλέας,6.825460036255307,6.156978985585555,pellet
931,474,θυμό,6.836259277277067,6.161207321695077,anger
941,479,ορκίσος,6.846943139585379,6.171700597410915,swine
951,482,πρόθυμας,6.85751406254539,6.1779441140506,willingly
961,485,πειραχτώ,6.8679744089702925,6.184148890937483,pirate
971,490,νικώ,6.878326468291325,6.194405391104672,win
981,493,μαλώσω,6.888572459565364,6.20050917404269,knock
991,497,ώρα,6.898714534329988,6.208590026096629,time
1001,501,στερνάς,6.90875477931522,6.2166061010848646,permanent
1011,503,σώση,6.918695219020472,6.220590170099739,seal
1021,508,θαρρετά,6.928537818164665,6.230481447578482,gracefully
1031,511,μυριάκριβο,6.93828448401696,6.236369590203704,myriacriano
1041,514,μοίρα,6.947937068614969,6.2422232654551655,fate
1051,518,ανοιχτά,6.957497370876951,6.249975242259483,openly
1061,523,εδώ,6.966967138613983,6.259581464064923,here
1071,528,            ,6.976348070447749,6.269096283706261,
1081,531,πως,6.985641817639208,6.274762021241939,how
1091,533,βαθύς,6.994849985833071,6.278521424165844,deep
1101,537,'ναι,7.00397413672268,6.285998094508865,'Yes
1111,540,απόρριψε,7.01301578963963,6.29156913955832,disallowed
1121,543,συφορά,7.02197642307216,6.297109319933935,asset
1131,545,φονικιώ,7.030857476116121,6.300785794663244,chill
1141,550,μαβρομάτος,7.039660349862076,6.309918278226516,madromatus
1151,553,ξαναδώκω,7.048386408721883,6.315358001522335,reform
1161,558,ξανασάνουμ,7.057036981697891,6.324358962381311,reapple
1171,558,ξανασάνουμ,7.065613363597717,6.324358962381311,reapple
1181,560,αφρίζω,7.074116816197362,6.327936783729195,bubble
1191,563,φουσκώναν,7.0825485693553,6.333279628139691,pussy
1201,565,σπίθα,7.090909822079984,6.336825731146441,spark
1211,572,ποτές,7.099201743553092,6.349138991379798,beverage
1221,578,νους,7.107425474110705,6.359573868672378,mind
1231,582,ζωή,7.115582126184454,6.366470447731438,Zoe
1241,587,τόσες,7.123672785204607,6.375024819828097,so many
1251,587,τόσες,7.131698510466912,6.375024819828097,so many
1261,591,αυτή,7.13966033596492,6.3818160174060985,she
1271,594,ναι,7.147559271189454,6.386879319362645,Yes
1281,600,μαθός,7.155396301896734,6.396929655216146,pit
1291,604,γνώση,7.1631723908466425,6.403574197934815,knowledge
1301,605,          ,7.170888478512505,6.405228458030842,
1311,607,χάνομαι,7.1785454837637,6.408528791059498,perish
1321,610,πρεσβιό,7.186144304522325,6.413458957167357,priest
1331,614,μονάχα,7.193685818395112,6.419994928147142,only
1341,615,μένω,7.201170883281678,6.421622267806518,stay
1351,617,άλλα,7.208600337960199,6.424869023905388,but
1361,618,ξακουσμένε,7.215975002651466,6.42648845745769,ridden
1371,619,αχόρταγότερ,7.223295679562314,6.428105272684596,intact
1381,626,όσα,7.2305631534092925,6.439350371100098,as many as
1391,630,ντροπή,7.237778191923443,6.4457198193855785,shame
1401,634,άσ',7.244941546337007,6.452048954437226,oss
1411,636,διπλό,7.252053951852814,6.455198563340122,double
1421,640,κάνα,7.259116128097101,6.461468176353717,rant
1431,641,κάνω,7.266128779556451,6.46302945692067,I am doing
1441,646,καμώνεσαι,7.273092595999522,6.470799503782602,Cinemate
1451,649,πείθη,7.280008252884188,6.47543271670409,convince
1461,651,κάθουμαι,7.2868764117507,6.478509642208569,kick
1471,654,μός,7.293697720601438,6.483107351457199,moul
1481,656,ναν,7.300472814267799,6.486160788944089,nan
1491,662,όπως,7.307202314764738,6.495265555937008,such as
1501,668,μονάχος,7.313886831633462,6.504288173536645,solitary
1511,670,παίρνω,7.32052696227274,6.507277712385012,I get
1521,673,πάω,7.327123292259293,6.511745329644728,go
1531,675,πάθει,7.333676395657684,6.51471269087253,suffice
1541,679,θάλασσα,7.340186835320115,6.520621127558696,sea
1551,686,βάλτος,7.346655163176539,6.530877627725885,swamp
1561,689,σύρω,7.353081920515432,6.535241271013659,draw
1571,693,δομενιά,7.359467638255621,6.541029999189903,column
1581,696,αψύτερος,7.365812837209472,6.54534966033442,defective
1591,699,σφαχτό,7.372118028337787,6.54965074223381,slaughtered
1601,703,ωχού,7.378383712996714,6.555356891810665,puffy
1611,708,ακούσω,7.384610383176974,6.56244409369372,hear
1621,709,ανοιχτό,7.390798521735676,6.563855526532128,open
1631,712,καρτέρι,7.396948602621014,6.568077911411976,cartridge
1641,716,πολεμώ,7.403061091090091,6.573680166960646,war
1651,720,ποτής,7.409136443920128,6.579251212010101,best
1661,725,περβόλι,7.415175109613295,6.586171654854675,pavon
1671,730,χωρίζω,7.421177528595393,6.593044534142437,break up
1681,734,δικό,7.427144133408616,6.598509028614515,own
1691,739,κακόσουρτος,7.43307534889858,6.6052979209482015,rosher
1701,742,ξεζημιά,7.438971592395862,6.60934924316738,unkindly
1711,745,φοβερίζη,7.444833273892193,6.61338421837956,awesome
1721,747,πάρη,7.450660796211539,6.616065185132817,step
1731,752,χαρίσω,7.456454555176209,6.62273632394984,give
1741,756,κάθε,7.462214939768189,6.628041376179533,each
1751,758,όθενε,7.467942332285852,6.630683385642372,Viewed
1761,761,δουλέβω,7.473637108496206,6.634633357861686,work
1771,763,παίρνη,7.479299637782834,6.637258031284457,take
1781,766,έλιωσα,7.484930283289661,6.641182169740591,leaned
1791,769,βολετό,7.490529402060711,6.645090969505644,buckle
1801,773,νομίζω,7.496097345175956,6.650279048587422,I think so
1811,776,μεγάλος,7.501634457883413,6.654152520183219,large
1821,777,καλός,7.507141079727608,6.655440350367647,good
1831,780,μένα,7.5126175446745105,6.659293919683638,me
1841,783,μείνη,7.518064181233078,6.663132695990803,mine
1851,786,βαθυγνώστης,7.523481312573497,6.666956792429207,profound
1861,789,λογοτριβές,7.528869256642251,6.670766320845874,chart
1871,792,παλικαροσύνη,7.534228326274089,6.674561391814426,poll
1881,794,ορίζη,7.53955882930103,6.677083461247136,horizon
1891,796,θέλη,7.544861068658458,6.679599185844383,want
1901,801,τρέμω,7.550135342488429,6.68586094706836,tremble
1911,805,μιας,7.555381944240273,6.690842277418564,of a
1921,807,χρυσοπούλας,7.560601162768557,6.693323668269949,goldfish
1931,809,θαν,7.565793282428515,6.695798917058491,THAN
1941,812,ατός,7.57095858316901,6.699500340161678,trace
1951,816,πόσο,7.576097340623111,6.704414354964107,how much
1961,818,όμιος,7.581209826196346,6.706862336602747,Pig
1971,820,ίσος,7.58629630715272,6.709304340258298,equal
1981,823,διπλόφερε,7.591357046698551,6.71295620067707,dupore
1991,827,μερί,7.596392304064196,6.717804695023691,mour
2001,830,αναστατώσω,7.601402334583733,6.721425700790643,upset
2011,832,σωπάσω,7.606387389772652,6.723832440821209,sack
2021,835,στης,7.611347717403621,6.727431724850855,to
2031,839,γύμνωνε,7.616283561580385,6.732210706467206,lamb
2041,843,ουρανός,7.621195162809845,6.736966958001855,heaven
2051,846,ίση,7.62608275807238,6.740519359606223,equal
2061,850,αρπώ,7.630946580890459,6.745236349484363,tare
2071,855,στους,7.635786861395585,6.75110146893676,to
2081,858,αναγνωρίζω,7.640603826393634,6.754604099487962,recognize
2091,861,κράζοντά,7.645397699428633,6.7580945044277305,chuck
2101,865,σκιαχτερή,7.650168700845001,6.762729506931879,shadowy
2111,868,αψηφιάς,7.65491704784832,6.766191714660351,appropriation
2121,868,αψηφιάς,7.659642954564682,6.766191714660351,appropriation
2131,870,περφάνιας,7.664346632098617,6.76849321164863,platum
2141,872,πάνος,7.669028288589683,6.77078942390898,Panos
2151,873,ουρανόνος,7.67368812926773,6.771935555839602,uranine
2161,874,ακούση,7.678326356506885,6.773080375655535,hear
2171,875,σταλμένα,7.682943169878292,6.774223886357614,sent
2181,876,πάψος,7.687538766201629,6.775366090936392,thread
2191,877,φηκάρι,7.692113339595466,6.776506992372183,finger
2201,878,στόλισ,7.696667081526462,6.777646593635117,faleness
2211,879,τόνε,7.701200180857446,6.778784897685177,ton
2221,881,δώρα,7.7057128238944275,6.78105762593618,gifts
2231,885,άκουσές,7.710205194432532,6.785587645007929,did you hear
2241,888,                    ,7.714677473800927,6.78897174299217,
2251,892,κατάκαρδας,7.719129840906732,6.79346613258001,crown
2261,894,ακού,7.72356247227797,6.795705775173514,hear
2271,897,σταμάτώ,7.7279755421055585,6.799055862058796,stop
2281,901,σπαθόχερο,7.732369222284388,6.803505257608338,spather
2291,903,απιθήσω,7.736743682453495,6.805722553416985,defize
2301,905,πετώ,7.741099090035366,6.807934943699926,fly
2311,909,σμίξω,7.745435610274381,6.812345094177479,smash
2321,910,άλλες,7.749753406274437,6.813444599510896,Other
2331,912,βλαστήμια,7.754052639035757,6.815639990074331,expletive
2341,916,έχη,7.75833346749091,6.82001636467413,having
2351,917,αλαφιός,7.762596048540069,6.821107472256465,flawless
2361,919,χτυπήση,7.766840537085513,6.823286122355687,hit
2371,923,χάρος,7.771067086065406,6.827629234502852,Death
2381,926,καλύτερα,7.7752758464868625,6.83087423464618,better
2391,930,στρατόπεδο,7.779466967458324,6.835184586147301,military camp
2401,934,δειλού,7.783640596221253,6.839476438228843,coward
2411,937,στερνός,7.787796878181171,6.842683282238422,sister
2421,938,όρκο,7.791935956938058,6.843749949006225,oath
2431,941,κλωνιά,7.796057974316123,6.846943139585379,gang
2441,945,κορμό,7.80016307039296,6.851184927493743,trunk
2451,949,φλούδα,7.804251383528112,6.855408798609928,peel
2461,952,κρατάνος,7.808323050391055,6.858565034791365,keep
2471,955,δικάζω,7.81237820598861,6.86171134048073,judge
2481,958,θάρθω,7.816416983691801,6.86484777797086,I'll come
2491,959,αποθυμήσω,7.820439515262181,6.865891074883439,unbush
2501,961,μπορείς,7.824445930877619,6.8679744089702925,You can
2511,965,πέφτουνος,7.828436359157585,6.872128101338986,pepling
2521,967,σκωτομένος,7.83241092718792,6.874198495453294,Sad
2531,970,ντρόπιασες,7.836369760545124,6.877296071497429,drudge
2541,972,χάμου,7.840312983320164,6.879355804460439,chamber
2551,977,καθίζω,7.844240718141811,6.884486652042782,sit
2561,982,χρυσολάλος,7.848153086199526,6.889591308354466,chrysanthemum
2571,986,μέλι,7.852050207265889,6.893656354602635,honey
2581,992,γενιά,7.855932199718614,6.899723107284872,generation
2591,996,δικά,7.85979918056211,6.903747257584598,ried
2601,1000,τρίτος,7.8636512654486515,6.907755278982137,third
2611,1001,γνωστικά,7.867488568699128,6.90875477931522,cognizingly
2621,1004,πλάκωσε,7.8713112033234065,6.911747300251674,placed
2631,1007,πρίαμος,7.875119281040293,6.914730892718563,Priam
2641,1010,θε,7.878912912297133,6.917705609835305,though
2651,1013,τρώγομαι,7.8826922062890254,6.920671504248683,eat
2661,1014,πρώτοι,7.886457270977689,6.921658184151129,first
2671,1017,ξεπερνάω,7.890208213109961,6.92461239604856,get over
2681,1021,καλύτερού,7.893945138235959,6.928537818164665,best
2691,1024,τέτιος,7.897668150726906,6.931471805599453,apart
2701,1028,καινιάς,7.901377353792616,6.93537044601511,none
2711,1033,περίθο,7.905072849498666,6.940222469119639,pace
2721,1036,ουράνια,7.908754738783246,6.943122422819428,heavens
2731,1041,είτανε,7.912423121473705,6.947937068614969,they wanted
2741,1045,θεριά,7.916078096302786,6.951772164398911,veneer
2751,1048,έσμιξα,7.919719760924575,6.954638864880987,lean
2761,1051,μακρινό,7.923348211930154,6.957497370876951,remote
2771,1053,πολεμούσα,7.926963544862978,6.959398512133975,battle
2781,1055,θρέφω,7.930565854233965,6.961296045910167,hit
2791,1058,θεριό,7.934155233536322,6.964135612418245,wild beast
2801,1061,πρόσεχαν,7.937731775260109,6.966967138613983,Welcome
2811,1062,αγρικώ,7.941295570906532,6.967909201801884,strike
2821,1064,δύνεσαι,7.944846711001996,6.96979066990159,you are breaking
2831,1066,δόθηκε,7.9483852851118995,6.97166860472579,was given
2841,1068,τα',7.951911381854188,6.97354301952014,'
2851,1070,ενάντια,7.955425088912672,6.975413927455952,against
2861,1072,είμαστε,7.95892649305011,6.977281341630747,we are
2871,1075,βαστώντας,7.962415680121064,6.980075940561763,sting
2881,1078,σούναι,7.965892735084528,6.982862751468942,sine
2891,1083,πάψε,7.969357742016346,6.987490247000991,tread
2901,1085,γυρέβω,7.972810784121404,6.98933526597456,dress
2911,1089,ασάλεφτος,7.976251943745623,6.9930151229329605,asperfat
2921,1089,ασάλεφτος,7.979681302387741,6.9930151229329605,asperfat
2931,1092,δίκιο,7.983098940710892,6.9957661563048505,right
2941,1093,πρωτιά,7.9865049385539955,6.996681488176539,first
2951,1095,γίνομαι,7.989899374942939,6.9985096422506015,become
2961,1097,σηκώσω,7.993282328101591,7.00033446027523,lift
2971,1100,αντριωμένος,7.996653875462607,7.003065458786462,contrite
2981,1102,χύνω,8.000014093678072,7.004881989712859,shed
2991,1106,θάμουνος,8.003363058629947,7.00850518208228,Thalyd
3001,1109,στόμα,8.006700845440367,7.011213987350367,mouth
3011,1111,παράγγελνές,8.010027528481734,7.01301578963963,complex
3021,1111,παράγγελνές,8.013343181386672,7.01301578963963,complex
3031,1113,άρμα,8.016647877057803,7.014814351275545,chariot
3041,1114,χτυπηθάω,8.019941687677365,7.01571242048723,hit
3051,1115,κανένα,8.02322468471667,7.016609683894219,none
3061,1117,παίρνετές,8.026496938945412,7.018401799069201,Genned
3071,1119,μάβρο,8.029758520440822,7.020190708311925,mad
3081,1122,θέλησής,8.033009498596668,7.022868086082641,will
3091,1124,δοκίμασε,8.036249942132116,7.024649030453636,try out
3101,1125,βάψω,8.03947991910045,7.025538314638521,put
3111,1128,σηκώθηκαν,8.042699496897637,7.028201432058005,They got up
3121,1128,σηκώθηκαν,8.045908742270779,7.028201432058005,They got up
3131,1132,πάτροκλο,8.049107721326406,7.0317412587631285,Patroclus
3141,1133,δικούς,8.052296499538647,7.032624261028007,own
3151,1137,έμπασε,8.055475141757274,7.036148493750536,screw
3161,1139,έκατσος,8.058643712215618,7.037905963447182,sag
3171,1142,μπήκε,8.061802274538348,7.040536390215956,came into
3181,1146,κύμα,8.064950891749143,7.044032897274685,wave
3191,1148,παστεφτώ,8.068089626278244,7.045776576879511,paste
3201,1152,έσφαζαν,8.071218539969863,7.049254841255837,ferred
3211,1157,ακρογιαλιά,8.074337694089515,7.053585727193677,beach
3221,1160,καπνό,8.0774471493312,7.05617528410041,smoke
3231,1162,δουλιής,8.080546965824498,7.057897937411856,slave
3241,1164,ξέχανε,8.083637203141548,7.059617628291383,forgot
3251,1168,φώναξε,8.086717920303906,7.0630481633881725,cried
3261,1170,παραγιούς,8.089789175789319,7.064759027791802,viscision
3271,1172,αμέτος,8.092851027538384,7.066466970136958,immensor
3281,1175,φέρτε,8.0959035329611,7.069023426578259,bring
3291,1177,ξεκινώ,8.098946748943339,7.0707241072602764,start
3301,1177,ξεκινώ,8.101980731853192,7.0707241072602764,start
3311,1178,τούρθω,8.105005537547246,7.071573364211532,contemplate
3321,1181,σιμώ,8.108021221376747,7.074116816197362,sibume
3331,1183,καραβοστάσι,8.11102783819368,7.075808863978387,Karavostasi
3341,1187,ήβραν,8.114025442356757,7.079184394609668,Dive
3351,1189,χάρηκε,8.11701408773731,7.080867896690782,was pleased
3361,1191,είδος,8.119993827725105,7.0825485693553,kind
3371,1194,τούκραιναν,8.12296471523406,7.085064293952548,taint
3381,1196,τόνιωσε,8.125926802707886,7.086737934510577,tally
3391,1196,τόνιωσε,8.128880142125638,7.086737934510577,tally
3401,1201,φταίει,8.131824785007195,7.090909822079984,it's his fault
3411,1203,βρυσοπούλας,8.134760782418645,7.0925737159746784,Vrysopoulas
3421,1207,δώσ',8.137688184977605,7.095893221097532,gift
3431,1210,μπρος,8.14060704285845,7.098375638590786,pit
3441,1213,σκληρός,8.14351740579748,7.10085190894405,tough
3451,1213,σκληρός,8.146419323098003,7.10085190894405,tough
3461,1217,ζαβώθηκε,8.149312843635345,7.104144092987527,zipped
3471,1220,σταλιά,8.152198015861787,7.106606137727303,stalens
3481,1222,άβλαβο,8.15507488781144,7.108244139731541,abarrous
3491,1223,πάτροκλος,8.157943507105037,7.109062135687172,Patroclus
3501,1226,κοπέλα,8.160803920954665,7.111512116496157,girl
3511,1226,κοπέλα,8.163656176168432,7.111512116496157,girl
3521,1227,περπατώ,8.166500319155052,7.112327444710911,walk
3531,1229,παράμερα,8.169336395928386,7.113956109566034,par
3541,1233,προς,8.172164452111904,7.117205503164344,to
3551,1236,άπλωσε,8.174984532943087,7.119635638017636,spoke
3561,1240,λιγοχρονισμένος,8.177796683277778,7.122866658599083,figurine
3571,1243,βροντορήχτη,8.18060094759445,7.125283091510712,thordoreart
3581,1245,λογιάζω,8.183397369998433,7.126890808898808,record
3591,1248,άδικο,8.186185994226083,7.129297548929373,not fair
3601,1250,μού,8.188966863648876,7.1308988302963465,my
3611,1252,θρηνώντα,8.191740021277457,7.132497551660044,mourn
3621,1254,πούταν,8.19450550976564,7.134093721192866,pitan
3631,1256,αντάρος,8.197263371414335,7.135687347028144,bear
3641,1257,ψαρύ,8.200013648175434,7.136483208590247,cheek
3651,1262,αγαπημένα,8.202756381655638,7.140453043101158,Favorites
3661,1265,σπλάχνα,8.205491613120236,7.142827401161621,bowels
3671,1266,μυστικό,8.208219383496834,7.143617602704121,secret
3681,1269,ξέρη,8.210939733379021,7.145984467714388,nether
3691,1269,ξέρη,8.213652703029998,7.145984467714388,nether
3701,1272,πολιτεία,8.216358332386156,7.148345743900068,state
3711,1274,φέραμε,8.219056661060598,7.149916836132109,We brought
3721,1277,ανάμεσός,8.221747728346623,7.152268856032539,in between
3731,1277,ανάμεσός,8.224431573221159,7.152268856032539,in between
3741,1279,γοργά,8.227108234348146,7.153833801578843,rapidly
3751,1280,λεφτερώσω,8.229777750081887,7.154615356913663,allege
3761,1281,διά,8.232440158470336,7.155396301896734,for
3771,1281,διά,8.235095497258357,7.155396301896734,for
3781,1281,διά,8.237743803890933,7.155396301896734,for
3791,1281,διά,8.240385115516334,7.155396301896734,for
3801,1281,διά,8.24301946898925,7.155396301896734,for
3811,1281,διά,8.24564690087386,7.155396301896734,for
3821,1283,έφυγε,8.2482674474469,7.1569563646156364,left
3831,1284,ξάκουσε,8.25088114470065,7.157735484249907,scream
3841,1285,αγαπημένος,8.253488028345904,7.158513997329321,loved
3851,1291,πέφτω,8.25608813381491,7.1631723908466425,fall
3861,1294,κάμπος,8.258681496264236,7.165493475060845,plain
3871,1295,βαθιάς,8.261268150577648,7.166265974133638,profoundly
3881,1297,προβάλλω,8.263848131368906,7.167809184316444,prop
3891,1300,μεμιά,8.266421472984554,7.170119543449628,with one
3901,1303,κανωμένη,8.268988209506656,7.172424577124845,kitchen
3911,1304,μαβρομάτες,8.271548374755515,7.173191742486599,madromates
3921,1305,σφαχτάρι,8.27410200229233,7.173958319756794,a slaughtered animal
3931,1308,πολιώρα,8.27664912542186,7.176254532017144,prince
3941,1310,βόηθα,8.279189777195004,7.177782416195197,it helps
3951,1310,βόηθα,8.281723990411392,7.177782416195197,it helps
3961,1313,έργατας,8.284251797621916,7.180069874302796,project
3971,1315,γλύκανας,8.286773231131251,7.181591944611865,Glykana
3981,1316,άκων,8.289288323000317,7.182352111885263,plain
3991,1318,κρόνος,8.291797105048733,7.183870715062453,Saturn
4001,1321,λαχτάρας,8.294299608857235,7.186144304522325,longing
4011,1322,θέλανε,8.296795865770052,7.186901020411631,They wanted
4021,1324,τριχιά,8.299285906897275,7.188412736496954,rope
4031,1329,εκατοχεράτο,8.301769763117166,7.192182058713246,hundred
4041,1332,αιγαίος,8.304247465078474,7.194436851100335,Aegean
4051,1333,γονιός,8.30671904320269,7.195187320178709,parent
4061,1334,σιμάς,8.309184527686298,7.195937226475569,mima
4071,1337,κάτσος,8.31164394850298,7.198183577101943,Katsos
4081,1342,θελήσω,8.314097335405807,7.201916317531627,want
4091,1344,γύρω,8.316544717929398,7.203405521083095,round
4101,1348,νιώσω,8.31898612539206,7.206377291472252,feel
4111,1349,όφελος,8.321421586897879,7.207118856207756,avail
4121,1350,κρίμα,8.323851131338817,7.2078598714324755,pity
4131,1351,ντρόπιασε,8.326274787396764,7.208600337960199,drotting
4141,1354,αχ,8.328692583545568,7.21081845347222,ah
4151,1358,καημού,8.33110454805304,7.213768308118642,cheerful
4161,1359,κοντέβω,8.333510708982942,7.214504414151143,contend
4171,1361,πικρός,8.335911094196945,7.215975002651466,Bitter
4181,1366,γεννούσος,8.338305731356565,7.219642040130735,bumper
4191,1367,δίας,8.340694647925071,7.220373836723949,Jupiter
4201,1370,πειστώ,8.343077871169383,7.222566018822171,constitute
4211,1371,βάστος,8.345455428161928,7.223295679562314,bast
4221,1376,αιθιόπος,8.347827345782498,7.226936018493289,Ethiopa
4231,1377,ψες,8.350193650720067,7.227662498728654,groove
4241,1378,γυρίσω,8.352554369474591,7.228388451573604,turn
4251,1380,τρέζω,8.35490952835879,7.22983877815125,truce
4261,1383,πείσω,8.357259153499912,7.232010331664759,convince
4271,1384,άφομαι,8.359603270841466,7.232733136177615,fall
4281,1387,ζόρι,8.361941906144946,7.234898420314831,force
4291,1392,                            ,8.364275084991524,7.238496840894365,
4301,1393,ζύγωνε,8.366602832783736,7.239214973779806,driven
4311,1398,διπλώνω,8.368925174747135,7.242797922793756,fold
4321,1400,κατάρτι,8.371242135931933,7.24422751560335,mast
4331,1403,ξάρτια,8.373553741214627,7.246368080102461,rim
4341,1406,βάριος,8.375860015299594,7.24850407237061,barium
4351,1409,βγαίνουνος,8.37816098272068,7.25063551189868,come out
4361,1410,φέρνανε,8.380456667842767,7.251344983372214,turned
4371,1412,τρεχαντήρι,8.382747094863314,7.252762418053187,trailer
4381,1414,βωμός,8.385032287813898,7.254177846456518,Altar
4391,1415,γερο-γονιού,8.387312270561717,7.254884810077338,largo
4401,1415,γερο-γονιού,8.38958706681109,7.254884810077338,largo
4411,1416,σφάζω,8.39185670010494,7.255591274253665,slaughter
4421,1418,πολυστέναχτες,8.394121193826242,7.257002707092073,luxurious
4431,1418,πολυστέναχτες,8.39638057119949,7.257002707092073,luxurious
4441,1418,πολυστέναχτες,8.398634855292102,7.257002707092073,luxurious
4451,1420,αράδιασαν,8.400884069015854,7.258412150595307,Were
4461,1423,παράκληση,8.403128235128264,7.260522598089852,request
4471,1426,λαλιά,8.405367376233981,7.262628600974241,speech
