lexemes_read,unique_lexemes_read,most_recent_unique_lexeme,log_lexemes_read,log_unique_lexemes_read,english_translation
1331,534,servilité,7.193685818395112,6.280395838960195,servility
1341,539,expansif,7.201170883281678,6.289715570908998,expansive
1351,541,vieillissant,7.208600337960199,6.293419278846481,aging
1361,545,vinaigre,7.215975002651466,6.300785794663244,vinegar
1371,551,souffrir,7.223295679562314,6.311734809152915,to suffer
1381,554,courir,7.2305631534092925,6.317164686747284,to run
1391,557,lieux,7.237778191923443,6.322565239927284,premises
1401,561,ivresse,7.244941546337007,6.329720905522696,drunkenness
1411,565,avaler,7.252053951852814,6.336825731146441,swallow
1421,570,jusque,7.259116128097101,6.345636360828596,until
1431,573,course,7.266128779556451,6.35088571671474,race
1441,577,rappeler,7.273092595999522,6.3578422665081,recall
1451,581,retard,7.280008252884188,6.364750756851911,delay
1461,588,mémoire,7.2868764117507,6.376726947898627,memory
1471,593,engourdi,7.293697720601438,6.385194398997726,numb
1481,595,boudeur,7.300472814267799,6.38856140554563,sulky
1491,596,désobligeant,7.307202314764738,6.39024066706535,desobligent
1501,600,cendre,7.313886831633462,6.396929655216146,ash
1511,602,nourrice,7.32052696227274,6.400257445308821,nurse
1521,606,mère,7.327123292259293,6.406879986069314,mother
1531,608,confiture,7.333676395657684,6.410174881966167,jam
1541,609,philosophe,7.340186835320115,6.411818267709897,philosopher
1551,612,bête,7.346655163176539,6.416732282512326,beast
1561,615,maternel,7.353081920515432,6.421622267806518,maternal
1571,620,lequel,7.359467638255621,6.429719478039138,who
1581,623,élevât,7.365812837209472,6.434546518787453,brought
1591,626,constitution,7.372118028337787,6.439350371100098,constitution
1601,628,apprendre,7.378383712996714,6.442540166468199,to learn
1611,630,insulter,7.384610383176974,6.4457198193855785,insult
1621,634,répondre,7.390798521735676,6.452048954437226,to respond
1631,636,traîner,7.396948602621014,6.455198563340122,drag
1641,640,entretenir,7.403061091090091,6.461468176353717,maintain
1651,644,mélancolique,7.409136443920128,6.467698726104354,melancholy
1661,648,vie,7.415175109613295,6.473890696352274,life
1671,650,vanité,7.421177528595393,6.476972362889683,vanity
1681,655,position,7.427144133408616,6.484635235635252,position
1691,660,pont,7.43307534889858,6.492239835020471,bridge
1701,662,lire,7.438971592395862,6.495265555937008,read
1711,665,piano,7.444833273892193,6.499787040655854,piano
1721,668,cela,7.450660796211539,6.504288173536645,that
1731,670,lettre,7.456454555176209,6.507277712385012,letter
1741,672,quoi,7.462214939768189,6.51025834052315,what
1751,677,fonds,7.467942332285852,6.517671272912275,funds
1761,681,réussir,7.473637108496206,6.523562306149512,to succeed
1771,684,lèvre,7.479299637782834,6.52795791762255,lip
1781,686,laboureur,7.484930283289661,6.530877627725885,laborer
1791,689,corbeau,7.490529402060711,6.535241271013659,Crow
1801,691,mûre,7.496097345175956,6.53813982376767,mulberry
1811,695,moisson,7.501634457883413,6.543911845564792,harvest
1821,698,marelle,7.507141079727608,6.548219102762372,hopscotch
1831,701,jour,7.5126175446745105,6.55250788703459,day
1841,704,bedeau,7.518064181233078,6.556778356158042,beadle
1851,705,corps,7.523481312573497,6.558197802812269,body
1861,708,emporter,7.528869256642251,6.56244409369372,to take with
1871,714,acquérir,7.534228326274089,6.570882962339584,to acquire
1881,714,acquérir,7.53955882930103,6.570882962339584,to acquire
1891,715,chargea,7.544861068658458,6.572282542694008,charge
1901,716,courte,7.550135342488429,6.573680166960646,short
1911,719,grand-chose,7.555381944240273,6.577861357721047,great
1921,720,moment,7.560601162768557,6.579251212010101,moment
1931,725,enterrement,7.565793282428515,6.586171654854675,interment
1941,726,angélus,7.57095858316901,6.587550014824796,Angelus
1951,727,sortir,7.576097340623111,6.588926477533519,go out
1961,731,papillon,7.581209826196346,6.594413459749778,butterfly
1971,734,chandelle,7.58629630715272,6.598509028614515,candle
1981,737,assoupir,7.591357046698551,6.602587892189336,dull
1991,739,ronfler,7.596392304064196,6.6052979209482015,snor
2001,741,revenir,7.601402334583733,6.608000625296087,to recover
2011,743,malade,7.606387389772652,6.610696044717759,sick
2021,746,sermonner,7.611347717403621,6.61472560020376,twinkle
2031,748,occasion,7.616283561580385,6.617402977974478,opportunity
2041,750,arbre,7.621195162809845,6.620073206530356,tree
2051,753,reste,7.62608275807238,6.6240652277998935,rest
2061,754,content,7.630946580890459,6.625392368007956,happy
2071,755,jeune,7.635786861395585,6.626717749249025,young
2081,759,plutôt,7.640603826393634,6.63200177739563,rather
2091,761,attendre,7.645397699428633,6.634633357861686,wait
2101,764,mois,7.650168700845001,6.638567789166521,month
2111,765,définitivement,7.65491704784832,6.639875833826536,definitively
2121,768,lui-même,7.659642954564682,6.643789733147672,itself
2131,770,foire,7.664346632098617,6.646390514847729,fair
2141,773,impossible,7.669028288589683,6.650279048587422,impossible
2151,774,tempérament,7.67368812926773,6.651571873589727,temperament
2161,777,écouter,7.678326356506885,6.655440350367647,to listen
2171,779,réfectoire,7.682943169878292,6.658011045870748,refectory
2181,783,rue,7.687538766201629,6.663132695990803,Street
2191,784,ganterie,7.692113339595466,6.664409020350408,gantry
2201,787,fermer,7.696667081526462,6.668228248417403,to close
2211,790,bateau,7.701200180857446,6.672032945461067,boat
2221,792,souper,7.7057128238944275,6.674561391814426,supper
2231,794,écrire,7.710205194432532,6.677083461247136,to write
2241,797,cacheter,7.714677473800927,6.680854678790215,cache
2251,798,cahier,7.719129840906732,6.682108597449809,notebook
2261,800,promenade,7.72356247227797,6.684611727667927,walk
2271,802,domestique,7.7279755421055585,6.687108607866515,domesticated
2281,805,maintenir,7.732369222284388,6.690842277418564,to keep
2291,806,milieu,7.736743682453495,6.692083742506628,environment
2301,809,naturel,7.741099090035366,6.695798917058491,natural
2311,810,retirèrent,7.745435610274381,6.697034247666484,removed
2321,813,persuader,7.749753406274437,6.70073110954781,to persuade
2331,816,choisir,7.754052639035757,6.704414354964107,Choose
2341,818,teinturier,7.75833346749091,6.706862336602747,dry cleaner
2351,823,meuble,7.762596048540069,6.71295620067707,furniture
2361,825,chaise,7.766840537085513,6.715383386334681,chair
2371,829,poêle,7.771067086065406,6.720220155135295,stove
2381,832,chauffer,7.7752758464868625,6.723832440821209,heat
2391,833,semaine,7.779466967458324,6.725033642166843,week
2401,835,conduire,7.783640596221253,6.727431724850855,drive
2411,838,cours,7.787796878181171,6.731018100482083,Classes
2421,841,étourdissement,7.791935956938058,6.734591659972948,dizzying
2431,844,physiologie,7.796057974316123,6.738152494595957,physiology
2441,848,clinique,7.80016307039296,6.742880635791903,clinical
2451,852,matière,7.804251383528112,6.747586526829315,matter
2461,855,étymologie,7.808323050391055,6.75110146893676,etymology
2471,858,auguste,7.81237820598861,6.754604099487962,august
2481,860,comprendre,7.816416983691801,6.756932389247553,understand
2491,861,pourtant,7.820439515262181,6.7580945044277305,yet
2501,862,relier,7.824445930877619,6.759255270663693,connect
2511,866,quotidienne,7.828436359157585,6.763884908562435,daily
2521,867,manège,7.83241092718792,6.765038976780541,carousel
2531,871,besogne,7.836369760545124,6.769641976852503,task
2541,874,dépense,7.840312983320164,6.773080375655535,spent
2551,877,veau,7.844240718141811,6.776506992372183,calf
2561,881,matin,7.848153086199526,6.78105762593618,morning
2571,883,battre,7.852050207265889,6.78332520060396,to beat
2581,885,mur,7.855932199718614,6.785587645007929,Wall
2591,887,hospice,7.85979918056211,6.787844982309579,hospice
2601,889,maigre,7.8636512654486515,6.790097235513905,skinny
2611,891,remonter,7.867488568699128,6.792344427470809,go back up
2621,893,mouiller,7.8713112033234065,6.794586580876499,wet
2631,896,beal,7.875119281040293,6.79794041297493,beal
2641,898,tiède,7.878912912297133,6.8001700683022,lukewarm
2651,901,jouent,7.8826922062890254,6.803505257608338,are playing
2661,903,accouder,7.886457270977689,6.805722553416985,delay
2671,905,quartier,7.890208213109961,6.807934943699926,district
2681,909,jaune,7.893945138235959,6.812345094177479,yellow
2691,911,grille,7.897668150726906,6.814542897259958,gate
2701,917,eau,7.901377353792616,6.821107472256465,water
2711,920,écheveau,7.905072849498666,6.824373670043086,skein
2721,923,au-delà,7.908754738783246,6.827629234502852,beyond
2731,927,soleil,7.912423121473705,6.831953565565855,Sun
2741,927,soleil,7.916078096302786,6.831953565565855,Sun
2751,931,narine,7.919719760924575,6.836259277277067,nostril
2761,933,odeur,7.923348211930154,6.838405200847344,odour
2771,934,maigrir,7.926963544862978,6.839476438228843,to lose weight
2781,936,dolent,7.930565854233965,6.841615476477592,dole
2791,940,nonchalance,7.934155233536322,6.84587987526405,nonchalance
2801,941,délier,7.937731775260109,6.846943139585379,loosen
2811,943,manquer,7.941295570906532,6.849066282633458,to lack
2821,945,savourer,7.944846711001996,6.851184927493743,enjoy
2831,947,cabaret,7.9483852851118995,6.853299093186078,cabaret
2841,949,domino,7.951911381854188,6.855408798609928,domino
2851,953,taper,7.955425088912672,6.859614903654202,type
2861,958,point,7.95892649305011,6.86484777797086,point
2871,963,rehausser,7.962415680121064,6.870053411798126,enhance
2881,966,initiation,7.965892735084528,6.873163834212518,initiation
2891,969,défendu,7.969357742016346,6.876264611890766,defended
2901,970,poser,7.972810784121404,6.877296071497429,to pose
2911,973,comprimer,7.976251943745623,6.880384082186005,compress
2921,976,couplet,7.979681302387741,6.883462586413092,verse
2931,979,béranger,7.983098940710892,6.88653164253051,Béranger
2941,982,amour,7.9865049385539955,6.889591308354466,love
2951,986,examen,7.989899374942939,6.893656354602635,exam
2961,988,santé,7.993282328101591,6.895682697747868,health
2971,990,succès,7.996653875462607,6.897704943128636,success
2981,991,entrée,8.000014093678072,6.898714534329988,Entrance
2991,993,excuser,8.003363058629947,6.900730664045173,excuse
3001,997,examinateur,8.006700845440367,6.904750769961838,examiner
3011,1000,arranger,8.010027528481734,6.907755278982137,arrange
3021,1002,vérité,8.013343181386672,6.90975328164481,truth
3031,1004,issu,8.016647877057803,6.911747300251674,derived
3041,1006,sot,8.019941687677365,6.913737350659685,fool
3051,1008,discontinuer,8.02322468471667,6.915723448631314,discontinue
3061,1010,question,8.026496938945412,6.917705609835305,question
3071,1012,assez,8.029758520440822,6.919683849847411,quite
3081,1012,assez,8.033009498596668,6.919683849847411,quite
3091,1015,tostes,8.036249942132116,6.922643891475888,tostes
3101,1019,guetter,8.03947991910045,6.926577033222725,gut
3111,1021,bagage,8.042699496897637,6.928537818164665,luggage
3121,1022,successeur,8.045908742270779,6.92951677076365,successor
3131,1023,élevé,8.049107721326406,6.930494765951626,raised
3141,1025,toste,8.052296499538647,6.932447891572509,toste
3151,1025,toste,8.055475141757274,6.932447891572509,toste
3161,1028,huissier,8.058643712215618,6.93537044601511,bailiff
3171,1031,laid,8.061802274538348,6.93828448401696,ugly
3181,1037,dubuc,8.064950891749143,6.944087208229528,dubuc
3191,1039,arriver,8.068089626278244,6.946013991099227,to arrive
3201,1040,évincer,8.071218539969863,6.946975992135418,oust
3211,1043,intrigue,8.074337694089515,6.949856455000773,plot
3221,1047,charles,8.0774471493312,6.953684210870537,charles
3231,1052,meilleur,8.080546965824498,6.958448393297656,better
3241,1054,disposer,8.083637203141548,6.960347729101308,dispose
3251,1055,personne,8.086717920303906,6.961296045910167,anybody
3261,1056,ceci,8.089789175789319,6.962243464266207,this
3271,1058,habiller,8.092851027538384,6.964135612418245,dress
3281,1060,client,8.0959035329611,6.966024187106113,customer
3291,1063,épier,8.098946748943339,6.968850378341948,wooly
3301,1066,cloison,8.101980731853192,6.97166860472579,partition
3311,1068,cabinet,8.105005537547246,6.97354301952014,cabinet
3321,1070,égard,8.108021221376747,6.975413927455952,respect
3331,1070,égard,8.11102783819368,6.975413927455952,respect
3341,1072,poitrine,8.114025442356757,6.977281341630747,chest
3351,1073,bruit,8.11701408773731,6.9782137426306985,noise
3361,1077,près,8.119993827725105,6.981934677156389,close
3371,1078,mourir,8.12296471523406,6.982862751468942,to die
3381,1080,dessous,8.125926802707886,6.984716320118266,underneath
3391,1081,cou,8.128880142125638,6.985641817639208,neck
3401,1081,cou,8.131824785007195,6.985641817639208,neck
3411,1083,oublier,8.134760782418645,6.987490247000991,to forget
3421,1083,oublier,8.137688184977605,6.987490247000991,to forget
3431,1084,malheureuse,8.14060704285845,6.988413181999592,unhappy
3441,1086,ii,8.14351740579748,6.990256500493881,ii
3451,1086,ii,8.146419323098003,6.990256500493881,ii
3461,1087,juste,8.149312843635345,6.99117688712121,just
3471,1090,parlementer,8.152198015861787,6.993932975223189,parley
3481,1090,parlementer,8.15507488781144,6.993932975223189,parley
3491,1091,nastasie,8.157943507105037,6.994849985833071,nastasis
3501,1094,verrou,8.160803920954665,6.997595982981927,lock
3511,1094,verrou,8.163656176168432,6.997595982981927,lock
3521,1094,verrou,8.166500319155052,6.997595982981927,lock
3531,1098,gris,8.169336395928386,7.001245622069476,Grey
3541,1102,délicatemer,8.172164452111904,7.004881989712859,decycle
3551,1103,oreiller,8.174984532943087,7.005789019253503,pillow
3561,1105,pudeur,8.177796683277778,7.007600613951853,modesty
3571,1108,dos,8.18060094759445,7.010311867307229,back
3581,1110,cir,8.183397369998433,7.01211529430638,cir
3591,1112,bertau,8.186185994226083,7.013915474810528,bertau
3601,1113,casser,8.188966863648876,7.014814351275545,to break
3611,1115,traverse,8.191740021277457,7.016609683894219,cross
3621,1118,victor,8.19450550976564,7.0192966537150445,victor
3631,1121,mari,8.197263371414335,7.02197642307216,husband
3641,1123,écurie,8.200013648175434,7.023758954738443,stable
3651,1124,lune,8.202756381655638,7.024649030453636,moon
3661,1125,rencontre,8.205491613120236,7.025538314638521,meet
3671,1127,clôture,8.208219383496834,7.027314514039777,fencing
3681,1128,enveloppé,8.210939733379021,7.028201432058005,envelope
3691,1131,endormi,8.213652703029998,7.030857476116121,sleeping
3701,1134,bercer,8.216358332386156,7.033506484287697,rock
3711,1136,pacifique,8.219056661060598,7.035268599281097,peaceful
3721,1140,épine,8.221747728346623,7.038783541388542,spiked
3731,1143,sursaut,8.224431573221159,7.04141166379481,startle
3741,1144,vite,8.227108234348146,7.042286171939743,quick
3751,1145,fracture,8.229777750081887,7.0431599159883405,fracture
3761,1145,fracture,8.232440158470336,7.0431599159883405,fracture
3771,1149,oiseau,8.235095497258357,7.046647277848756,bird
3781,1152,froid,8.237743803890933,7.049254841255837,cold
3791,1155,perte,8.240385115516334,7.051855622955894,loss
3801,1157,bouquet,8.24301946898925,7.053585727193677,bouquet
3811,1161,violet,8.24564690087386,7.057036981697891,purple
3821,1163,horizon,8.2482674474469,7.0587581525186645,horizon
3831,1165,morne,8.25088114470065,7.060476365999801,moron
3841,1165,morne,8.253488028345904,7.060476365999801,moron
3851,1168,bientôt,8.25608813381491,7.0630481633881725,soon
3861,1172,confondre,8.258681496264236,7.066466970136958,to confuse
3871,1175,double,8.261268150577648,7.069023426578259,double
3881,1176,couché,8.263848131368906,7.069874128458572,layer
3891,1179,opérer,8.266421472984554,7.072421900537371,operate
3901,1182,mêler,8.268988209506656,7.074963197966044,mingle
3911,1184,rosée,8.271548374755515,7.076653815443951,dew
3921,1187,fer,8.27410200229233,7.079184394609668,iron
3931,1188,vassonvill,8.27664912542186,7.080026499922591,Vassonvill
3941,1189,herbe,8.279189777195004,7.080867896690782,grass
3951,1191,réponse,8.281723990411392,7.0825485693553,reply
3961,1192,sabot,8.284251797621916,7.083387847625295,hoof
3971,1192,sabot,8.286773231131251,7.083387847625295,hoof
3981,1195,guide,8.289288323000317,7.085901464365611,guide
3991,1198,aisé,8.291797105048733,7.088408778675395,easy
4001,1199,veille,8.294299608857235,7.089243155027514,day before
4011,1200,roi,8.296795865770052,7.090076835776092,King
4021,1201,demoiselle,8.299285906897275,7.090909822079984,bridesmaid
4031,1203,ornière,8.301769763117166,7.0925737159746784,rut
4041,1205,approcher,8.304247465078474,7.094234845924755,approach
4051,1207,disparut,8.30671904320269,7.095893221097532,disappeared
4061,1208,barrière,8.309184527686298,7.0967213784947605,fence
4071,1209,glisser,8.31164394850298,7.097548850614793,to glide
4081,1212,niche,8.314097335405807,7.10002716662926,niche
4091,1214,chaîne,8.316544717929398,7.101675971619444,chain
4101,1216,écart,8.31898612539206,7.103322062526113,difference
4111,1217,apparence,8.321421586897879,7.104144092987527,appearance
4121,1219,ouvert,8.323851131338817,7.105786129481271,open
4131,1221,râtelier,8.326274787396764,7.107425474110705,rack
4141,1223,fumier,8.328692583545568,7.109062135687172,manure
4151,1227,poule,8.33110454805304,7.112327444710911,chicken
4161,1232,cauchois,8.333510708982942,7.116394144093465,Cauchois
4171,1235,lisse,8.335911094196945,7.118826249062078,smooth
4181,1236,hangar,8.338305731356565,7.119635638017636,hangar
4191,1241,équipage,8.340694647925071,7.123672785204607,crew
4201,1245,salir,8.343077871169383,7.126890808898808,dirty
4211,1247,fine,8.345455428161928,7.1284959456800365,thin
4221,1250,espacer,8.347827345782498,7.1308988302963465,spare
4231,1255,mare,8.350193650720067,7.134890851565884,mare
4241,1258,garnie,8.352554369474591,7.1372784372603855,garnish
4251,1259,volant,8.35490952835879,7.138073034044347,flying
4261,1260,cuisine,8.357259153499912,7.138866999945524,food
4271,1264,alentour,8.359603270841466,7.142036574706803,surrounding
4281,1268,humide,8.361941906144946,7.145196134997171,humid
4291,1271,pelle,8.364275084991524,7.147559271189454,shovel
4301,1275,colossal,8.366602832783736,7.150701457592526,colossal
4311,1278,poli,8.368925174747135,7.15305163493748,polished
4321,1280,batterie,8.371242135931933,7.154615356913663,drums
4331,1286,jointe,8.373553741214627,7.1592919047975645,attachment
4341,1288,carreau,8.375860015299594,7.160845906664299,tile
4351,1289,suer,8.37816098272068,7.161622002939187,sweat
4361,1291,loin,8.380456667842767,7.1631723908466425,far
4371,1291,loin,8.382747094863314,7.1631723908466425,far
4381,1294,chauve,8.385032287813898,7.165493475060845,bald
4391,1295,boucle,8.387312270561717,7.166265974133638,loop
4401,1296,côté,8.38958706681109,7.16703787691222,side
4411,1299,verser,8.39185670010494,7.1693500166706,to pay
4421,1299,verser,8.394121193826242,7.1693500166706,to pay
4431,1300,exaltation,8.39638057119949,7.170119543449628,exaltation
4441,1301,sacrer,8.398634855292102,7.170888478512505,sober
4451,1304,simple,8.400884069015854,7.173191742486599,simple
4461,1307,souhaiter,8.403128235128264,7.175489713624222,to wish
4471,1308,allure,8.405367376233981,7.176254532017144,pace
4481,1312,patient,8.407601514786142,7.179307969504034,patient
4491,1314,chirurgicale,8.409830673087738,7.180831199044556,surgical
4501,1317,bistouri,8.412054873292933,7.183111701743281,bistouri
4511,1320,paquet,8.414274137408396,7.1853870155804165,package
4521,1322,couper,8.416488487294606,7.186901020411631,to cut
4531,1324,vitre,8.418697944667139,7.188412736496954,window
4541,1325,déchirer,8.420902531097951,7.1891677384203225,to tear
4551,1328,coussinet,8.423102268016642,7.191429330036379,pad
4561,1330,impatienta,8.4252971767117,7.1929342212158,impatient
4571,1331,cousant,8.427487278331744,7.193685818395112,sew
4581,1332,piquer,8.429672593886743,7.194436851100335,sting
4591,1334,blancheur,8.431853144249223,7.195937226475569,whiteness
4601,1336,brillant,8.434028950155469,7.197435354096591,shiny
4611,1339,tailler,8.436200032206706,7.199678345691172,carve
4621,1340,peut-être,8.438366410870266,7.200424892944957,may be
4631,1341,phalange,8.440528106480752,7.201170883281678,phalanx
4641,1344,contour,8.442685139241176,7.203405521083095,contour
4651,1345,fussent,8.444837529224097,7.20414929203594,were
4661,1348,cil,8.446985296372741,7.206377291472252,eyelash
4671,1351,candide,8.449128460502108,7.208600337960199,candid
4681,1353,inviter,8.45126704130007,7.210079628170788,invite
4691,1353,inviter,8.453401058328458,7.210079628170788,invite
4701,1355,timbale,8.45553053102413,7.2115567333138015,timbale
4711,1355,timbale,8.45765547870004,7.2115567333138015,timbale
4721,1357,revêtir,8.459775920546287,7.213031659834869,wear
4731,1361,iri,8.461891875631148,7.215975002651466,IRI
4741,1363,armoir,8.464003362902119,7.217443431696533,cabinet
4751,1363,armoir,8.46611040118692,7.217443431696533,cabinet
4761,1365,ranger,8.46821300919452,7.21890970761906,tidy
4771,1367,proche,8.470311205516108,7.220373836723949,close
4781,1368,pierre,8.472405008626103,7.221105098182496,rock
4791,1372,clou,8.474494436883122,7.22402480828583,nail
4801,1376,salpêtre,8.476579508530941,7.226936018493289,saltpetre
4811,1380,dorure,8.478660241699453,7.22983877815125,gilding
4821,1381,gothique,8.480736654405622,7.2305631534092925,Gothic
4831,1383,papa,8.482808764554406,7.232010331664759,dad
