word,freq,rank,rel freq,log rank,log freq,log rel freq,trans
曹操,437,23,0.011839930640223251,1.3617278360175928,2.6404814369704215,-1.9266508417563875,Cao Cao
皆,414,24,0.011216776396000975,1.380211241711606,2.6170003411208986,-1.9501319376059103,all
使,413,25,0.011189682733208703,1.3979400086720375,2.615950051656401,-1.9511822270704084,Make
操,411,26,0.011135495407624157,1.414973347970818,2.613841821876069,-1.9532904568507403,Hold
若,401,27,0.010864558779701428,1.4313637641589871,2.603144372620182,-1.9639879061066272,like
上,389,28,0.010539434826194153,1.447158031342219,2.5899496013257073,-1.9771826774011017,superior
只,381,29,0.01032268552385597,1.462397997898956,2.580924975675619,-1.9862073030511902,only
其,380,30,0.010295591861063698,1.4771212547196624,2.57978359661681,-1.987348682109999,That
軍,367,31,0.00994337424476415,1.4913616938342726,2.5646660642520893,-2.0024662144747203,military
見,366,32,0.009916280581971876,1.5051499783199058,2.56348108539441,-2.0036511933323986,You see
至,351,33,0.009509875640087784,1.5185139398778873,2.545307116465824,-2.0218251622609853,to
到,348,34,0.009428594651710965,1.5314789170422551,2.5415792439465807,-2.025553034780229,arrive
便,348,35,0.009428594651710965,1.5440680443502754,2.5415792439465807,-2.025553034780229,Fool
等,320,36,0.008669972093527325,1.556302500767287,2.505149978319906,-2.0619823004069033,Wait
將,310,37,0.008399035465604596,1.5682017240669948,2.4913616938342726,-2.075770584892537,will
乃,308,38,0.00834484814002005,1.57978359661681,2.488550716500444,-2.0785815622263653,So
遂,299,39,0.008101005174889594,1.591064607026499,2.4756711883244296,-2.0914610904023796,Attempt
能,291,40,0.007884255872551411,1.6020599913279623,2.4638929889859074,-2.1032392897409022,can
都,286,41,0.007748787558590046,1.6127838567197355,2.4563660331290427,-2.1107662455977665,All
將軍,285,42,0.007721693895797773,1.6232492903979003,2.45484486000851,-2.1122874187182994,General
亦,279,43,0.007559131919044135,1.6334684555795864,2.4456042032735974,-2.1215280754532118,as well as
敢,278,44,0.007532038256251863,1.6434526764861872,2.4440447959180758,-2.123087482808733,dare
來,274,45,0.007423663605082771,1.6532125137753435,2.437750562820388,-2.1293817159064217,Come
被,273,46,0.007396569942290499,1.6627578316815739,2.436162647040756,-2.130969631686053,quilt
所,261,47,0.007071445988783224,1.6720978579357173,2.416640507338281,-2.1504917713885283,Place
呂布,258,48,0.0069901650004064045,1.6812412373755872,2.41161970596323,-2.155512572763579,Lu Bu
未,255,49,0.006908884012029586,1.6901960800285134,2.4065401804339546,-2.160592098292854,not yet
令,254,50,0.006881790349237313,1.6989700043360185,2.404833716619938,-2.162298562106871,make
後,253,51,0.00685469668644504,1.7075701760979363,2.4031205211758175,-2.1640117575509916,Rear
他,248,52,0.006719228372483676,1.716003343634799,2.394451680826216,-2.172680597900593,he
為,248,53,0.006719228372483676,1.724275869600789,2.394451680826216,-2.172680597900593,for
關,243,54,0.006583760058522311,1.7323937598229684,2.3856062735983117,-2.181526005128497,shut
卻說,243,55,0.006583760058522311,1.7403626894942439,2.3856062735983117,-2.181526005128497,But said
各,233,56,0.006312823430599582,1.7481880270062005,2.3673559210260184,-2.1997763577007903,each
某,225,57,0.0060960741282614,1.7558748556724912,2.3521825181113623,-2.214949760615447,certain
事,223,58,0.006041886802676854,1.7634279935629371,2.3483048630481607,-2.218827415678649,case
雲長,223,59,0.006041886802676854,1.7708520116421442,2.3483048630481607,-2.218827415678649,Cloud
矣,222,60,0.006014793139884581,1.7781512503836434,2.3463529744506384,-2.2207793042761708,Whispering
周瑜,221,61,0.005987699477092308,1.785329835010767,2.34439227368511,-2.2227400050416986,Zhou Yu
言,220,62,0.005960605814300035,1.7923916894982537,2.342422680822206,-2.224709597904603,Word
不可,215,63,0.005825137500338671,1.7993405494535815,2.332438459915605,-2.234693818811204,Cannot
馬,213,64,0.005770950174754125,1.8061799739838869,2.3283796034387376,-2.2387526752880715,Horse
先,212,65,0.005743856511961852,1.8129133566428552,2.326335860928751,-2.240796417798058,First
走,211,66,0.0057167628491695795,1.8195439355418683,2.3242824552976926,-2.242849823429117,go
於,210,67,0.0056896691863773064,1.8260748027008262,2.322219294733919,-2.24491298399289,At
下,204,68,0.005527107209623669,1.8325089127062362,2.3096301674258983,-2.257502111300911,Down
且,202,69,0.005472919884039123,1.8388490907372552,2.305351369446624,-2.2617809092801857,and
何,201,70,0.005445826221246851,1.845098040014257,2.3031960574204886,-2.2639362213063206,what
你,199,71,0.0053916388956623046,1.851258348719075,2.2988530764097064,-2.268279202317103,you
時,197,72,0.0053374515700777584,1.8573324964312683,2.294466226161593,-2.2726660525652163,Time
與,194,73,0.00525617058170094,1.8633228601204557,2.287801729930226,-2.279330548796583,and
荊州,193,74,0.005229076918908667,1.8692317197309762,2.2855573090077734,-2.2815749697190353,Jingzhou
大,191,75,0.005174889593324122,1.8750612633916997,2.281033367247727,-2.2860989114790815,Big
汝,190,76,0.005147795930531849,1.8808135922807911,2.278753600952829,-2.2883786777739803,汝
前,184,77,0.004985233953778211,1.8864907251724818,2.2648178230095364,-2.3023144557172732,forward
欲,183,78,0.004958140290985938,1.8920946026904801,2.2624510897304293,-2.30468118899638,want
問,181,79,0.004903952965401393,1.8976270912904412,2.2576785748691846,-2.309453703857625,Ask
回,180,80,0.00487685930260912,1.9030899869919433,2.255272505103306,-2.311859773623503,times
如何,178,81,0.004822671977024574,1.9084850188786497,2.2504200023088936,-2.316712276417915,how
即,178,82,0.004822671977024574,1.9138138523837167,2.2504200023088936,-2.316712276417915,which is
軍士,174,83,0.0047142973258554825,1.919078092376074,2.2405492482825995,-2.3265830304442097,sergeant
如,168,84,0.004551735349101845,1.9242792860618814,2.2253092817258624,-2.3418229970009463,like
看,166,85,0.0044975480235173,1.9294189257142926,2.220108088040055,-2.347024190686754,Look
天下,165,86,0.004470454360725027,1.9344984512435675,2.217483944213906,-2.349648334512903,World
如此,165,87,0.004470454360725027,1.9395192526186182,2.217483944213906,-2.349648334512903,in this way
關公,165,88,0.004470454360725027,1.9444826721501687,2.217483944213906,-2.349648334512903,Guan Yu
就,164,89,0.004443360697932754,1.9493900066449126,2.214843848047698,-2.3522884306791116,At once
張飛,164,90,0.004443360697932754,1.9542425094393248,2.214843848047698,-2.3522884306791116,Zhang Fei
計,163,91,0.0044162670351404806,1.9590413923210932,2.2121876044039577,-2.3549446743228515,count
兵,161,92,0.0043620797095559345,1.9637878273455551,2.2068258760318495,-2.36030640269496,Soldier
瑜,161,93,0.0043620797095559345,1.968482948553935,2.2068258760318495,-2.36030640269496,Yogurt
正,159,94,0.004307892383971389,1.9731278535996983,2.2013971243204513,-2.365735154406358,just
商議,159,95,0.004307892383971389,1.9777236052888476,2.2013971243204513,-2.365735154406358,Discuss
萬,158,96,0.004280798721179116,1.9822712330395682,2.1986570869544226,-2.368475191772387,ten thousand
紹,157,97,0.004253705058386843,1.9867717342662448,2.1958996524092336,-2.3712326263175756,Sumptuous
太,157,98,0.004253705058386843,1.9912260756924949,2.1958996524092336,-2.3712326263175756,too
死,156,99,0.00422661139559457,1.9956351945975497,2.1931245983544616,-2.374007680372348,die
殺,156,100,0.00422661139559457,2.0,2.1931245983544616,-2.374007680372348,kill
多,155,101,0.004199517732802298,2.0043213737826426,2.1903316981702914,-2.3768005805565178,many
左右,154,102,0.004172424070010025,2.008600171761917,2.187520720836463,-2.3796115578903465,about
耳,152,103,0.004118236744425479,2.012837224705172,2.181843587944772,-2.385288690782037,Ear
袁,151,104,0.004091143081633206,2.0170333392987803,2.1789769472931693,-2.38815533143364,Yuan
里,150,105,0.004064049418840933,2.021189299069938,2.176091259055681,-2.3910410196711283,inside
劉備,150,106,0.004064049418840933,2.02530586526477,2.176091259055681,-2.3910410196711283,Liu Bei
引兵,148,107,0.004009862093256387,2.0293837776852093,2.170261715394957,-2.396870563331852,Lead
因,145,108,0.003928581104879569,2.0334237554869494,2.1613680022349744,-2.4057642764918343,because
軍馬,145,109,0.003928581104879569,2.0374264979406234,2.1613680022349744,-2.4057642764918343,Military horse
眾,142,110,0.00384730011650275,2.041392685158225,2.1522883443830563,-2.414843934343753,Public
再,139,111,0.0037660191281259315,2.045322978786657,2.143014800254095,-2.424117478472714,Again
那,138,112,0.0037389254653336585,2.049218022670181,2.1398790864012365,-2.427253192325573,That
肅,138,113,0.0037389254653336585,2.0530784434834195,2.1398790864012365,-2.427253192325573,Comfort
夫人,138,114,0.0037389254653336585,2.0569048513364723,2.1398790864012365,-2.427253192325573,lady
引軍,135,115,0.0036576444769568397,2.0606978403536114,2.130333768495006,-2.4367985102318035,Lead
但,134,116,0.003630550814164567,2.064457989226918,2.1271047983648073,-2.440027480362002,but
無,134,117,0.003630550814164567,2.0681858617461617,2.1271047983648073,-2.440027480362002,without
先生,134,118,0.003630550814164567,2.0718820073061255,2.1271047983648073,-2.440027480362002,gentlemen
大怒,131,119,0.0035492698257877484,2.0755469613925306,2.117271295655764,-2.449860983071045,Big anger
行,131,120,0.0035492698257877484,2.0791812460476247,2.117271295655764,-2.449860983071045,Row
出,130,121,0.0035221761629954753,2.08278537031645,2.1139433523068365,-2.4531889264199727,out
必,129,122,0.0034950825002032023,2.086359830674748,2.110589710299249,-2.4565425684275604,must
既,128,123,0.0034679888374109296,2.0899051114393976,2.107209969647868,-2.459922309078941,now that
次日,127,124,0.0034408951746186566,2.093421685162235,2.103803720955957,-2.4633285577708524,Next day
丞相,127,125,0.0034408951746186566,2.0969100130080562,2.103803720955957,-2.4633285577708524,Prime minister
更,125,126,0.003386707849034111,2.1003705451175625,2.0969100130080562,-2.470222265718753,Even
今日,125,127,0.003386707849034111,2.103803720955957,2.0969100130080562,-2.470222265718753,today
處,122,128,0.003305426860657292,2.107209969647868,2.086359830674748,-2.480772448052061,Place
要,120,129,0.0032512395350727465,2.110589710299249,2.0791812460476247,-2.4879510326791845,want
趙雲,119,130,0.0032241458722804734,2.1139433523068365,2.0755469613925306,-2.4915853173342786,Zhao Yun
孫權,119,131,0.0032241458722804734,2.117271295655764,2.0755469613925306,-2.4915853173342786,Sun Quan
尚,118,132,0.003197052209488201,2.1205739312058496,2.0718820073061255,-2.495250271420684,Yet
主公,116,133,0.003142864883903655,2.123851640967086,2.064457989226918,-2.502674289499891,Leader
張,113,134,0.0030615838955268364,2.1271047983648073,2.0530784434834195,-2.5140538352433897,open
用,113,135,0.0030615838955268364,2.130333768495006,2.0530784434834195,-2.5140538352433897,use
今,112,136,0.0030344902327345633,2.1335389083702174,2.049218022670181,-2.5179142560566277,now
把,111,137,0.0030073965699422907,2.1367205671564067,2.045322978786657,-2.521809299940152,Bundle
袁紹,110,138,0.0029803029071500176,2.1398790864012365,2.041392685158225,-2.5257395935685842,Yuan Shao
不知,108,139,0.002926115581565472,2.143014800254095,2.0334237554869494,-2.5337085232398597,Don't know
戰,107,140,0.002899021918773199,2.1461280356782377,2.0293837776852093,-2.5377485010416,war
徐州,107,141,0.002899021918773199,2.1492191126553797,2.0293837776852093,-2.5377485010416,Xuzhou
大喜,106,142,0.002871928255980926,2.1522883443830563,2.02530586526477,-2.541826413462039,Big happiness
卻,106,143,0.002871928255980926,2.1553360374650614,2.02530586526477,-2.541826413462039,but
待,103,144,0.0027906472676041075,2.1583624920952493,2.012837224705172,-2.554295054021637,treat
自,101,145,0.0027364599420195614,2.1613680022349744,2.0043213737826426,-2.562810904944167,since
江東,101,146,0.0027364599420195614,2.1643528557844367,2.0043213737826426,-2.562810904944167,Jiangdong
當,99,147,0.0026822726164350157,2.1673173347481756,1.9956351945975497,-2.5714970841292595,when
豈,99,148,0.0026822726164350157,2.170261715394957,1.9956351945975497,-2.5714970841292595,See
聽,97,149,0.00262808529085047,2.173186268412274,1.9867717342662448,-2.5803605444605644,hear
叫,97,150,0.00262808529085047,2.176091259055681,1.9867717342662448,-2.5803605444605644,Call
張遼,96,151,0.002600991628058197,2.1789769472931693,1.9822712330395682,-2.5848610456872407,Zhang Liao
往,95,152,0.0025738979652659244,2.181843587944772,1.9777236052888476,-2.5894086734379615,Past
雲,93,153,0.0025197106396813787,2.1846914308175984,1.968482948553935,-2.5986493301728744,cloud
孫策,92,154,0.0024926169768891056,2.187520720836463,1.9637878273455551,-2.603344451381254,Sun Ce
說,91,155,0.0024655233140968326,2.1903316981702914,1.9590413923210932,-2.6080908864057157,Say
魯肅,91,156,0.0024655233140968326,2.1931245983544616,1.9590413923210932,-2.6080908864057157,Lu Su
書,90,157,0.00243842965130456,2.1958996524092336,1.9542425094393248,-2.6128897692874844,Book
此人,90,158,0.00243842965130456,2.1986570869544226,1.9542425094393248,-2.6128897692874844,This person
聲,90,159,0.00243842965130456,2.2013971243204513,1.9542425094393248,-2.6128897692874844,Voice
權,90,160,0.00243842965130456,2.2041199826559246,1.9542425094393248,-2.6128897692874844,right
及,88,161,0.0023842423257200143,2.2068258760318495,1.9444826721501687,-2.622649606576641,and
知,88,162,0.0023842423257200143,2.2095150145426303,1.9444826721501687,-2.622649606576641,Know
請,88,163,0.0023842423257200143,2.2121876044039577,1.9444826721501687,-2.622649606576641,Please
策,88,164,0.0023842423257200143,2.214843848047698,1.9444826721501687,-2.622649606576641,Policy
劉表,88,165,0.0023842423257200143,2.217483944213906,1.9444826721501687,-2.622649606576641,Liu Watch
船,88,166,0.0023842423257200143,2.220108088040055,1.9444826721501687,-2.622649606576641,ferry
聞,86,167,0.002330055000135468,2.2227164711475833,1.9344984512435675,-2.6326338274832417,smell
太守,85,168,0.0023029613373431955,2.2253092817258624,1.9294189257142926,-2.6377133530125167,Be too guarded
刀,84,169,0.0022758676745509225,2.2278867046136734,1.9242792860618814,-2.6428529926649276,Knife
挺,84,170,0.0022758676745509225,2.2304489213782737,1.9242792860618814,-2.6428529926649276,quite
教,84,171,0.0022758676745509225,2.2329961103921536,1.9242792860618814,-2.6428529926649276,teach
從,84,172,0.0022758676745509225,2.2355284469075487,1.9242792860618814,-2.6428529926649276,From
許褚,84,173,0.0022758676745509225,2.2380461031287955,1.9242792860618814,-2.6428529926649276,Xu Wei
地,83,174,0.00224877401175865,2.2405492482825995,1.919078092376074,-2.6480541863507354,land
甚,83,175,0.00224877401175865,2.2430380486862944,1.919078092376074,-2.6480541863507354,very
於是,83,176,0.00224877401175865,2.2455126678141495,1.919078092376074,-2.6480541863507354,then
眾將,83,177,0.00224877401175865,2.2479732663618064,1.919078092376074,-2.6480541863507354,Allocants
斬,82,178,0.002221680348966377,2.2504200023088936,1.9138138523837167,-2.653318426343093,cut
大驚,82,179,0.002221680348966377,2.252853030979893,1.9138138523837167,-2.653318426343093,Big surprise
小,82,180,0.002221680348966377,2.255272505103306,1.9138138523837167,-2.653318426343093,small
笑,82,181,0.002221680348966377,2.2576785748691846,1.9138138523837167,-2.653318426343093,smile
喝,81,182,0.0021945866861741038,2.2600713879850747,1.9084850188786497,-2.6586472598481596,drink
的,81,183,0.0021945866861741038,2.2624510897304293,1.9084850188786497,-2.6586472598481596,of
騎,81,184,0.0021945866861741038,2.2648178230095364,1.9084850188786497,-2.6586472598481596,ride
報,80,185,0.002167493023381831,2.2671717284030133,1.9030899869919433,-2.664042291734866,Report
非,80,186,0.002167493023381831,2.2695129442179165,1.9030899869919433,-2.664042291734866,No
天子,79,187,0.002140399360589558,2.271841606536499,1.8976270912904412,-2.6695051874363678,Heaven
進,79,188,0.002140399360589558,2.2741578492636796,1.8976270912904412,-2.6695051874363678,Enter
故,79,189,0.002140399360589558,2.276461804173244,1.8976270912904412,-2.6695051874363678,So
起,79,190,0.002140399360589558,2.278753600952829,1.8976270912904412,-2.6695051874363678,rise
才,78,191,0.002113305697797285,2.281033367247727,1.8920946026904801,-2.675037676036329,talent
飛,78,192,0.002113305697797285,2.2833012287035492,1.8920946026904801,-2.675037676036329,fly
劉,77,193,0.0020862120350050124,2.2855573090077734,1.8864907251724818,-2.6806415535543278,Liu
趕來,77,194,0.0020862120350050124,2.287801729930226,1.8864907251724818,-2.6806415535543278,Come on
過,77,195,0.0020862120350050124,2.290034611362518,1.8864907251724818,-2.6806415535543278,pass
皇叔,77,196,0.0020862120350050124,2.2922560713564755,1.8864907251724818,-2.6806415535543278,Uncle
姓,76,197,0.0020591183722127393,2.294466226161593,1.8808135922807911,-2.686318686446018,surname
餘,76,198,0.0020591183722127393,2.296665190261531,1.8808135922807911,-2.686318686446018,Remain
然後,76,199,0.0020591183722127393,2.2988530764097064,1.8808135922807911,-2.686318686446018,Then
共,74,200,0.0020049310466281937,2.301029995663981,1.8692317197309762,-2.6979005589958334,common
相見,73,201,0.0019778373838359206,2.3031960574204886,1.8633228601204557,-2.7038094186063533,Meet each other
正是,73,202,0.0019778373838359206,2.305351369446624,1.8633228601204557,-2.7038094186063533,Entirely
不如,72,203,0.001950743721043648,2.3074960379132126,1.8573324964312683,-2.7097997822955406,Not as good as
曹仁,72,204,0.001950743721043648,2.3096301674258983,1.8573324964312683,-2.7097997822955406,Cao Ren
董卓,71,205,0.001923650058251375,2.311753861055754,1.851258348719075,-2.7158739300077337,Dong Zhuo
英雄,70,206,0.001896556395459102,2.3138672203691533,1.845098040014257,-2.7220342387125527,hero
一面,70,207,0.001896556395459102,2.3159703454569174,1.845098040014257,-2.7220342387125527,one side
耶,70,208,0.001896556395459102,2.3180633349627615,1.845098040014257,-2.7220342387125527,Yeah
東吳,70,209,0.001896556395459102,2.320146286111054,1.845098040014257,-2.7220342387125527,East Wu
和,69,210,0.0018694627326668292,2.322219294733919,1.8388490907372552,-2.728283187989554,with
坐,69,211,0.0018694627326668292,2.3242824552976926,1.8388490907372552,-2.728283187989554,sit
上馬,69,212,0.0018694627326668292,2.326335860928751,1.8388490907372552,-2.728283187989554,Horses
年,68,213,0.0018423690698745564,2.3283796034387376,1.8325089127062362,-2.734623366020573,year
個,68,214,0.0018423690698745564,2.3304137733491905,1.8325089127062362,-2.734623366020573,indivual
賊,68,215,0.0018423690698745564,2.332438459915605,1.8325089127062362,-2.734623366020573,thief
兄,68,216,0.0018423690698745564,2.3344537511509307,1.8325089127062362,-2.734623366020573,Brother
許,68,217,0.0018423690698745564,2.3364597338485296,1.8325089127062362,-2.734623366020573,May
心,67,218,0.0018152754070822836,2.3384564936046046,1.8260748027008262,-2.7410574760259827,Heart
勝,67,219,0.0018152754070822836,2.340444114840118,1.8260748027008262,-2.7410574760259827,Win
同,67,220,0.0018152754070822836,2.342422680822206,1.8260748027008262,-2.7410574760259827,same
下馬,67,221,0.0018152754070822836,2.34439227368511,1.8260748027008262,-2.7410574760259827,dismount
操曰,67,222,0.0018152754070822836,2.3463529744506384,1.8260748027008262,-2.7410574760259827,Fuck
誰,66,223,0.0017881817442900105,2.3483048630481607,1.8195439355418683,-2.747588343184941,Who
孫乾,65,224,0.0017610880814977377,2.3502480183341623,1.8129133566428552,-2.754218922083954,Grandchildren
答,64,225,0.0017339944187054648,2.3521825181113623,1.8061799739838869,-2.760952304742922,answer
主,64,226,0.0017339944187054648,2.3541084391474008,1.8061799739838869,-2.760952304742922,host
備,64,227,0.0017339944187054648,2.3560258571931225,1.8061799739838869,-2.760952304742922,Prepare
徐晃,64,228,0.0017339944187054648,2.3579348470004535,1.8061799739838869,-2.760952304742922,Xu Huang
之後,63,229,0.001706900755913192,2.359835482339888,1.7993405494535815,-2.7677917292732275,Later
出城,63,230,0.001706900755913192,2.3617278360175926,1.7993405494535815,-2.7677917292732275,Out of town
間,63,231,0.001706900755913192,2.363611979892144,1.7993405494535815,-2.7677917292732275,between
謀,63,232,0.001706900755913192,2.3654879848908994,1.7993405494535815,-2.7677917292732275,seek
李傕,63,233,0.001706900755913192,2.3673559210260184,1.7993405494535815,-2.7677917292732275,Li Wei
都督,63,234,0.001706900755913192,2.3692158574101425,1.7993405494535815,-2.7677917292732275,Convinced
首,62,235,0.001679807093120919,2.371067862271736,1.7923916894982537,-2.7747405892285557,head
分,62,236,0.001679807093120919,2.3729120029701067,1.7923916894982537,-2.7747405892285557,Minute
郡,62,237,0.001679807093120919,2.374748346010104,1.7923916894982537,-2.7747405892285557,county
大叫,62,238,0.001679807093120919,2.376576957056512,1.7923916894982537,-2.7747405892285557,Call
百姓,62,239,0.001679807093120919,2.3783979009481375,1.7923916894982537,-2.7747405892285557,People
曹兵,62,240,0.001679807093120919,2.380211241711606,1.7923916894982537,-2.7747405892285557,Cao Bing
救,61,241,0.001652713430328646,2.382017042574868,1.785329835010767,-2.7818024437160425,save
數,61,242,0.001652713430328646,2.383815365980431,1.785329835010767,-2.7818024437160425,number
帝,60,243,0.0016256197675363732,2.3856062735983117,1.7781512503836434,-2.7889810283431657,emperor
原來,60,244,0.0016256197675363732,2.387389826338729,1.7781512503836434,-2.7889810283431657,original
背,60,245,0.0016256197675363732,2.3891660843645326,1.7781512503836434,-2.7889810283431657,back
字,60,246,0.0016256197675363732,2.390935107103379,1.7781512503836434,-2.7889810283431657,Character
想,60,247,0.0016256197675363732,2.392696953259666,1.7781512503836434,-2.7889810283431657,think
國,59,248,0.0015985261047441004,2.394451680826216,1.7708520116421442,-2.7962802670846654,country
何故,59,249,0.0015985261047441004,2.396199347095736,1.7708520116421442,-2.7962802670846654,Why
圖,59,250,0.0015985261047441004,2.397940008672037,1.7708520116421442,-2.7962802670846654,picture
接應,59,251,0.0015985261047441004,2.3996737214810375,1.7708520116421442,-2.7962802670846654,Receive
諸將,59,252,0.0015985261047441004,2.4014005407815437,1.7708520116421442,-2.7962802670846654,General
乘,58,253,0.0015714324419518276,2.4031205211758175,1.7634279935629371,-2.803704285163872,take
曾,58,254,0.0015714324419518276,2.404833716619938,1.7634279935629371,-2.803704285163872,Once
後人,58,255,0.0015714324419518276,2.4065401804339546,1.7634279935629371,-2.803704285163872,Future generation
下文,58,256,0.0015714324419518276,2.408239965311849,1.7634279935629371,-2.803704285163872,Below
呂,58,257,0.0015714324419518276,2.4099331233312946,1.7634279935629371,-2.803704285163872,Lu
出馬,57,258,0.0015443387791595545,2.41161970596323,1.7558748556724912,-2.811257423054318,Indecent horse
朝廷,57,259,0.0015443387791595545,2.4132997640812515,1.7558748556724912,-2.811257423054318,Court
分解,57,260,0.0015443387791595545,2.4149733479708178,1.7558748556724912,-2.811257423054318,break down
決,57,261,0.0015443387791595545,2.416640507338281,1.7558748556724912,-2.811257423054318,Decide
只得,57,262,0.0015443387791595545,2.4183012913197452,1.7558748556724912,-2.811257423054318,Only
常,56,263,0.0015172451163672817,2.4199557484897576,1.7481880270062005,-2.818944251720609,often
大軍,56,264,0.0015172451163672817,2.421603926869831,1.7481880270062005,-2.818944251720609,Army
願,56,265,0.0015172451163672817,2.4232458739368075,1.7481880270062005,-2.818944251720609,willing
布,56,266,0.0015172451163672817,2.4248816366310666,1.7481880270062005,-2.818944251720609,cloth
大事,55,267,0.0014901514535750088,2.426511261364575,1.7403626894942439,-2.8267695892325655,Big
驚,55,268,0.0014901514535750088,2.4281347940287885,1.7403626894942439,-2.8267695892325655,shock
眾官,55,269,0.0014901514535750088,2.4297522800024076,1.7403626894942439,-2.8267695892325655,All of the official official
受,55,270,0.0014901514535750088,2.4313637641589874,1.7403626894942439,-2.8267695892325655,by
李典,55,271,0.0014901514535750088,2.4329692908744054,1.7403626894942439,-2.8267695892325655,Li Die
兄弟,54,272,0.001463057790782736,2.4345689040341987,1.7323937598229684,-2.8347385189038405,brother
名,54,273,0.001463057790782736,2.436162647040756,1.7323937598229684,-2.8347385189038405,name
黃蓋,54,274,0.001463057790782736,2.437750562820388,1.7323937598229684,-2.8347385189038405,Yellow cover
何不,53,275,0.001435964127990463,2.4393326938302624,1.724275869600789,-2.8428564091260204,Why not
門,53,276,0.001435964127990463,2.4409090820652173,1.724275869600789,-2.8428564091260204,door
領兵,53,277,0.001435964127990463,2.442479769064448,1.724275869600789,-2.8428564091260204,Lead a soldier
師,53,278,0.001435964127990463,2.4440447959180758,1.724275869600789,-2.8428564091260204,division
謀士,53,279,0.001435964127990463,2.4456042032735974,1.724275869600789,-2.8428564091260204,Facial staff
向,53,280,0.001435964127990463,2.447158031342219,1.724275869600789,-2.8428564091260204,Towards
隊,53,281,0.001435964127990463,2.4487063199050794,1.724275869600789,-2.8428564091260204,team
韓遂,53,282,0.001435964127990463,2.450249108319361,1.724275869600789,-2.8428564091260204,Han Wei
馬超,53,283,0.001435964127990463,2.45178643552429,1.724275869600789,-2.8428564091260204,Ma Chao
來見,52,284,0.00140887046519819,2.4533183400470375,1.716003343634799,-2.85112893509201,See
早,52,285,0.00140887046519819,2.45484486000851,1.716003343634799,-2.85112893509201,morning
追趕,52,286,0.00140887046519819,2.4563660331290427,1.716003343634799,-2.85112893509201,Catch up with
退,52,287,0.00140887046519819,2.4578818967339924,1.716003343634799,-2.85112893509201,retreat
忽見,52,288,0.00140887046519819,2.4593924877592306,1.716003343634799,-2.85112893509201,Suddenly
破,52,289,0.00140887046519819,2.4608978427565478,1.716003343634799,-2.85112893509201,break
曹洪,52,290,0.00140887046519819,2.4623979978989556,1.716003343634799,-2.85112893509201,Cao Hong
赴,51,291,0.0013817768024059172,2.4638929889859074,1.7075701760979363,-2.859562102628873,go
縱馬,51,292,0.0013817768024059172,2.465382851448418,1.7075701760979363,-2.859562102628873,Horses
大敗,51,293,0.0013817768024059172,2.4668676203541096,1.7075701760979363,-2.859562102628873,Defeat
曹,51,294,0.0013817768024059172,2.468347330412157,1.7075701760979363,-2.859562102628873,Cao
入,51,295,0.0013817768024059172,2.469822015978163,1.7075701760979363,-2.859562102628873,enter
雖,51,296,0.0013817768024059172,2.4712917110589383,1.7075701760979363,-2.859562102628873,although
貂蟬,51,297,0.0013817768024059172,2.4727564493172123,1.7075701760979363,-2.859562102628873,貂 蝉
曹軍,51,298,0.0013817768024059172,2.4742162640762553,1.7075701760979363,-2.859562102628873,Cao Jun
