word,freq,rank,rel freq,log rank,log freq,log rel freq,trans
from,493,40,0.07814233634490411,1.6020599913279623,2.6928469192772297,-1.1071136081287534,from
no,490,41,0.0776668251703915,1.6127838567197355,2.6901960800285134,-1.1097644473774697,no
very,490,42,0.0776668251703915,1.6232492903979003,2.6901960800285134,-1.1097644473774697,very
what,477,43,0.07560627674750357,1.6334684555795864,2.678518379040114,-1.1214421483658694,what
would,470,44,0.07449675067364082,1.6434526764861872,2.672097857935717,-1.127862669470266,would
your,455,45,0.07211919480107783,1.6532125137753435,2.658011396657112,-1.141949130748871,your
this,448,46,0.07100966872721509,1.6627578316815739,2.6512780139981436,-1.1486825134078393,this
me,446,47,0.07069266127754002,1.6720978579357173,2.649334858712142,-1.1506256686938416,me
their,443,48,0.07021715010302743,1.6812412373755872,2.6464037262230695,-1.1535568011829138,their
them,435,49,0.06894912030432715,1.6901960800285134,2.638489256954637,-1.1614712704513461,them
darcy,416,50,0.06593754953241401,1.6989700043360185,2.6190933306267423,-1.1808671967792408,darcy
will,414,51,0.06562054208273894,1.7075701760979363,2.6170003411208986,-1.1829601862850845,will
said,402,52,0.06371849738468854,1.716003343634799,2.60422605308447,-1.1957344743215135,said
such,389,53,0.0616579489618006,1.724275869600789,2.5899496013257073,-1.2100109260802758,such
when,372,54,0.05896338563956253,1.7323937598229684,2.5705429398818973,-1.229417587524086,when
an,358,55,0.05674433349183706,1.7403626894942439,2.553883026643874,-1.2460775007621092,an
do,353,56,0.05595181486764939,1.7481880270062005,2.5477747053878224,-1.2521858220181608,do
there,351,57,0.05563480741797432,1.7558748556724912,2.545307116465824,-1.2546534109401595,there
if,349,58,0.055317799968299254,1.7634279935629371,2.5428254269591797,-1.2571351004468034,if
mrs,344,59,0.05452528134411159,1.7708520116421442,2.53655844257153,-1.2634020848344534,mrs
are,340,60,0.05389126644476145,1.7781512503836434,2.531478917042255,-1.2684816103637284,are
much,328,61,0.05198922174671105,1.785329835010767,2.515873843711679,-1.2840866836943041,much
bennet,324,62,0.05135520684736091,1.7923916894982537,2.5105450102066116,-1.2894155171993713,bennet
more,323,63,0.051196703122523377,1.7993405494535815,2.5092025223311025,-1.2907580050748804,more
can,322,64,0.05103819939768585,1.8061799739838869,2.507855871695831,-1.2921046557101525,can
am,317,65,0.050245680773498176,1.8129133566428552,2.501059262217751,-1.298901265188232,am
must,308,66,0.04881914724996037,1.8195439355418683,2.488550716500444,-1.3114098109055392,must
bingley,307,67,0.04866064352512284,1.8260748027008262,2.487138375477186,-1.312822151928797,bingley
or,299,68,0.04739261372642257,1.8325089127062362,2.4756711883244296,-1.3242893390815538,or
jane,291,69,0.0461245839277223,1.8388490907372552,2.4638929889859074,-1.336067538420076,jane
who,285,70,0.0451735615786971,1.845098040014257,2.45484486000851,-1.3451156673974731,who
miss,283,71,0.04485655412902203,1.851258348719075,2.45178643552429,-1.3481740918816931,miss
than,282,72,0.0446980504041845,1.8573324964312683,2.450249108319361,-1.3497114190866222,than
did,272,73,0.04311301315580916,1.8633228601204557,2.4345689040341987,-1.3653916233717849,did
any,271,74,0.04295450943097163,1.8692317197309762,2.4329692908744054,-1.3669912365315777,any
we,252,75,0.039942938659058486,1.8750612633916997,2.4014005407815437,-1.3985599866244394,we
should,249,76,0.03946742748454589,1.8808135922807911,2.396199347095736,-1.403761180310247,should
know,238,77,0.037723886511333016,1.8864907251724818,2.376576957056512,-1.4233835703494713,know
how,229,78,0.03629735298779521,1.8920946026904801,2.359835482339888,-1.4401250450660954,how
before,227,79,0.03598034553812014,1.8976270912904412,2.3560258571931225,-1.4439346702128606,before
herself,226,80,0.035821841813282615,1.9030899869919433,2.3541084391474008,-1.4458520882585824,herself
though,225,81,0.03566333808844508,1.9084850188786497,2.3521825181113623,-1.4477780092946209,though
well,223,82,0.03534633063877001,1.9138138523837167,2.3483048630481607,-1.4516556643578227,well
has,222,83,0.03518782691393248,1.919078092376074,2.3463529744506384,-1.4536075529553447,has
never,220,84,0.03487081946425741,1.9242792860618814,2.342422680822206,-1.4575378465837772,never
sister,218,85,0.034553812014582345,1.9294189257142926,2.3384564936046046,-1.4615040338013785,sister
only,216,86,0.034236804564907276,1.9344984512435675,2.3344537511509307,-1.4655067762550524,only
soon,215,87,0.03407830084006974,1.9395192526186182,2.332438459915605,-1.4675220674903782,soon
think,211,88,0.033444285940719604,1.9444826721501687,2.3242824552976926,-1.4756780721082907,think
some,210,89,0.033285782215882076,1.9493900066449126,2.322219294733919,-1.477741232672064,some
other,210,90,0.033285782215882076,1.9542425094393248,2.322219294733919,-1.477741232672064,other
now,209,91,0.03312727849104454,1.9590413923210932,2.320146286111054,-1.4798142412949293,now
time,203,92,0.032176256142019334,1.9637878273455551,2.3074960379132126,-1.4924644894927703,time
might,201,93,0.03185924869234427,1.968482948553935,2.3031960574204886,-1.4967644699854945,might
after,200,94,0.03170074496750674,1.9731278535996983,2.301029995663981,-1.4989305317420023,after
good,198,95,0.03138373751783167,1.9777236052888476,2.296665190261531,-1.5032953371444524,good
every,197,96,0.031225233792994134,1.9822712330395682,2.294466226161593,-1.5054943012443907,every
wickham,194,97,0.030749722618481534,1.9867717342662448,2.287801729930226,-1.5121587974757573,wickham
may,192,98,0.030432715168806468,1.9912260756924949,2.2833012287035492,-1.5166592987024337,may
lady,191,99,0.030274211443968933,1.9956351945975497,2.281033367247727,-1.518927160158256,lady
little,189,100,0.029957203994293864,2.0,2.276461804173244,-1.5234987232327393,little
most,188,101,0.029798700269456333,2.0043213737826426,2.2741578492636796,-1.5258026781423035,most
own,184,102,0.0291646853701062,2.008600171761917,2.2648178230095364,-1.535142704396447,own
collins,180,103,0.028530670470756064,2.012837224705172,2.255272505103306,-1.5446880223026773,collins
nothing,177,104,0.028055159296243463,2.0170333392987803,2.2479732663618064,-1.5519872610441767,nothing
again,177,105,0.028055159296243463,2.021189299069938,2.2479732663618064,-1.5519872610441767,again
being,176,106,0.02789665557140593,2.02530586526477,2.2455126678141495,-1.5544478595918336,being
then,175,107,0.027738151846568394,2.0293837776852093,2.2430380486862944,-1.5569224787196891,then
lydia,171,108,0.02710413694721826,2.0334237554869494,2.2329961103921536,-1.5669644170138297,lydia
without,170,109,0.026945633222380725,2.0374264979406234,2.2304489213782737,-1.5695116060277094,without
make,167,110,0.026470122047868125,2.041392685158225,2.2227164711475833,-1.5772440562584,make
shall,163,111,0.02583610714851799,2.045322978786657,2.2121876044039577,-1.5877729230020257,shall
say,160,112,0.02536059597400539,2.049218022670181,2.2041199826559246,-1.5958405447500585,say
dear,157,113,0.02488508479949279,2.0530784434834195,2.1958996524092336,-1.6040608749967498,dear
family,152,114,0.02409256617530512,2.0569048513364723,2.181843587944772,-1.618116939461211,family
man,149,115,0.02361705500079252,2.0606978403536114,2.173186268412274,-1.6267742589937093,man
see,149,116,0.02361705500079252,2.064457989226918,2.173186268412274,-1.6267742589937093,see
room,148,117,0.023458551275954986,2.0681858617461617,2.170261715394957,-1.629698812011026,room
day,142,118,0.022507528926929782,2.0718820073061255,2.1522883443830563,-1.6476721830229268,day
into,142,119,0.022507528926929782,2.0755469613925306,2.1522883443830563,-1.6476721830229268,into
great,142,120,0.022507528926929782,2.0791812460476247,2.1522883443830563,-1.6476721830229268,great
too,142,121,0.022507528926929782,2.08278537031645,2.1522883443830563,-1.6476721830229268,too
mother,136,122,0.02155650657790458,2.086359830674748,2.1335389083702174,-1.6664216190357657,mother
father,135,123,0.021398002853067047,2.0899051114393976,2.130333768495006,-1.6696267589109772,father
however,134,124,0.021239499128229512,2.093421685162235,2.1271047983648073,-1.6728557290411756,however
out,133,125,0.02108099540339198,2.0969100130080562,2.123851640967086,-1.6761088864388975,out
young,130,126,0.020605484228879378,2.1003705451175625,2.1139433523068365,-1.6860171750991466,young
ever,130,127,0.020605484228879378,2.103803720955957,2.1139433523068365,-1.6860171750991466,ever
himself,127,128,0.020129973054366777,2.107209969647868,2.103803720955957,-1.6961568064500265,himself
made,126,129,0.019971469329529243,2.110589710299249,2.1003705451175625,-1.6995899822884206,made
catherine,126,130,0.019971469329529243,2.1139433523068365,2.1003705451175625,-1.6995899822884206,catherine
about,123,131,0.019495958155016643,2.117271295655764,2.0899051114393976,-1.7100554159665855,about
up,123,132,0.019495958155016643,2.1205739312058496,2.0899051114393976,-1.7100554159665855,up
give,123,133,0.019495958155016643,2.123851640967086,2.0899051114393976,-1.7100554159665855,give
us,123,134,0.019495958155016643,2.1271047983648073,2.0899051114393976,-1.7100554159665855,us
hope,121,135,0.019178950705341577,2.130333768495006,2.08278537031645,-1.7171751570895333,hope
many,120,136,0.019020446980504042,2.1335389083702174,2.0791812460476247,-1.7207792813583584,many
last,119,137,0.018861943255666508,2.1367205671564067,2.0755469613925306,-1.7244135660134525,last
always,118,138,0.018703439530828973,2.1398790864012365,2.0718820073061255,-1.728078520099858,always
away,117,139,0.018544935805991442,2.143014800254095,2.0681858617461617,-1.7317746656598216,away
letter,116,140,0.018386432081153908,2.1461280356782377,2.064457989226918,-1.7355025381790647,letter
long,115,141,0.018227928356316373,2.1492191126553797,2.0606978403536114,-1.7392626870523715,long
friend,111,142,0.01759391345696624,2.1522883443830563,2.045322978786657,-1.754637548619326,friend
thought,111,143,0.01759391345696624,2.1553360374650614,2.045322978786657,-1.754637548619326,thought
way,108,144,0.017118402282453638,2.1583624920952493,2.0334237554869494,-1.766536771919034,way
house,107,145,0.016959898557616104,2.1613680022349744,2.0293837776852093,-1.7705767497207738,house
enough,105,146,0.016642891107941038,2.1643528557844367,2.021189299069938,-1.7787712283360453,enough
its,105,147,0.016642891107941038,2.1673173347481756,2.021189299069938,-1.7787712283360453,its
go,104,148,0.016484387383103503,2.170261715394957,2.0170333392987803,-1.782927188107203,go
replied,103,149,0.01632588365826597,2.173186268412274,2.012837224705172,-1.787123302700811,replied
saw,103,150,0.01632588365826597,2.176091259055681,2.012837224705172,-1.787123302700811,saw
sure,102,151,0.016167379933428434,2.1789769472931693,2.008600171761917,-1.7913603556440658,sure
felt,100,152,0.01585037248375337,2.181843587944772,2.0,-1.7999605274059833,felt
manner,98,153,0.015533365034078301,2.1846914308175984,1.9912260756924949,-1.8087344517134887,manner
lizzy,97,154,0.015374861309240767,2.187520720836463,1.9867717342662448,-1.8131887931397384,lizzy
wish,97,155,0.015374861309240767,2.1903316981702914,1.9867717342662448,-1.8131887931397384,wish
gardiner,97,156,0.015374861309240767,2.1931245983544616,1.9867717342662448,-1.8131887931397384,gardiner
indeed,95,157,0.0150578538595657,2.1958996524092336,1.9777236052888476,-1.8222369221171355,indeed
quite,95,158,0.0150578538595657,2.1986570869544226,1.9777236052888476,-1.8222369221171355,quite
oh,94,159,0.014899350134728167,2.2013971243204513,1.9731278535996983,-1.8268326738062846,oh
myself,94,160,0.014899350134728167,2.2041199826559246,1.9731278535996983,-1.8268326738062846,myself
having,94,161,0.014899350134728167,2.2068258760318495,1.9731278535996983,-1.8268326738062846,having
come,93,162,0.014740846409890632,2.2095150145426303,1.968482948553935,-1.8314775788520483,come
love,92,163,0.0145823426850531,2.2121876044039577,1.9637878273455551,-1.836172700060428,love
better,92,164,0.0145823426850531,2.214843848047698,1.9637878273455551,-1.836172700060428,better
till,92,165,0.0145823426850531,2.217483944213906,1.9637878273455551,-1.836172700060428,till
pleasure,92,166,0.0145823426850531,2.220108088040055,1.9637878273455551,-1.836172700060428,pleasure
done,92,167,0.0145823426850531,2.2227164711475833,1.9637878273455551,-1.836172700060428,done
cried,91,168,0.014423838960215565,2.2253092817258624,1.9590413923210932,-1.8409191350848897,cried
over,91,169,0.014423838960215565,2.2278867046136734,1.9590413923210932,-1.8409191350848897,over
came,90,170,0.014265335235378032,2.2304489213782737,1.9542425094393248,-1.8457180179666584,came
where,90,171,0.014265335235378032,2.2329961103921536,1.9542425094393248,-1.8457180179666584,where
often,89,172,0.014106831510540497,2.2355284469075487,1.9493900066449126,-1.8505705207610705,often
really,88,173,0.013948327785702964,2.2380461031287955,1.9444826721501687,-1.8554778552558149,really
longbourn,88,174,0.013948327785702964,2.2405492482825995,1.9444826721501687,-1.8554778552558149,longbourn
feelings,86,175,0.013631320336027897,2.2430380486862944,1.9344984512435675,-1.8654620761624157,feelings
heard,86,176,0.013631320336027897,2.2455126678141495,1.9344984512435675,-1.8654620761624157,heard
believe,86,177,0.013631320336027897,2.2479732663618064,1.9344984512435675,-1.8654620761624157,believe
does,85,178,0.013472816611190363,2.2504200023088936,1.9294189257142926,-1.8705416016916907,does
charlotte,85,179,0.013472816611190363,2.252853030979893,1.9294189257142926,-1.8705416016916907,charlotte
daughter,84,180,0.01331431288635283,2.255272505103306,1.9242792860618814,-1.8756812413441017,daughter
subject,84,181,0.01331431288635283,2.2576785748691846,1.9242792860618814,-1.8756812413441017,subject
whom,84,182,0.01331431288635283,2.2600713879850747,1.9242792860618814,-1.8756812413441017,whom
aunt,84,183,0.01331431288635283,2.2624510897304293,1.9242792860618814,-1.8756812413441017,aunt
happy,83,184,0.013155809161515295,2.2648178230095364,1.919078092376074,-1.8808824350299096,happy
even,82,185,0.012997305436677762,2.2671717284030133,1.9138138523837167,-1.8861466750222668,even
take,80,186,0.012680297987002695,2.2695129442179165,1.9030899869919433,-1.8968705404140398,take
anything,80,187,0.012680297987002695,2.271841606536499,1.9030899869919433,-1.8968705404140398,anything
morning,79,188,0.01252179426216516,2.2741578492636796,1.8976270912904412,-1.9023334361155417,morning
whole,79,189,0.01252179426216516,2.276461804173244,1.8976270912904412,-1.9023334361155417,whole
brother,79,190,0.01252179426216516,2.278753600952829,1.8976270912904412,-1.9023334361155417,brother
sir,78,191,0.012363290537327628,2.281033367247727,1.8920946026904801,-1.9078659247155028,sir
like,77,192,0.012204786812490093,2.2833012287035492,1.8864907251724818,-1.9134698022335017,like
less,77,193,0.012204786812490093,2.2855573090077734,1.8864907251724818,-1.9134698022335017,less
perhaps,76,194,0.01204628308765256,2.287801729930226,1.8808135922807911,-1.919146935125192,perhaps
sisters,76,195,0.01204628308765256,2.290034611362518,1.8808135922807911,-1.919146935125192,sisters
while,76,196,0.01204628308765256,2.2922560713564755,1.8808135922807911,-1.919146935125192,while
seen,76,197,0.01204628308765256,2.294466226161593,1.8808135922807911,-1.919146935125192,seen
let,75,198,0.011887779362815026,2.296665190261531,1.8750612633916997,-1.9248992640142832,let
therefore,75,199,0.011887779362815026,2.2988530764097064,1.8750612633916997,-1.9248992640142832,therefore
upon,75,200,0.011887779362815026,2.301029995663981,1.8750612633916997,-1.9248992640142832,upon
place,74,201,0.011729275637977493,2.3031960574204886,1.8692317197309762,-1.9307288076750073,place
our,74,202,0.011729275637977493,2.305351369446624,1.8692317197309762,-1.9307288076750073,our
evening,74,203,0.011729275637977493,2.3074960379132126,1.8692317197309762,-1.9307288076750073,evening
ladies,74,204,0.011729275637977493,2.3096301674258983,1.8692317197309762,-1.9307288076750073,ladies
looked,74,205,0.011729275637977493,2.311753861055754,1.8692317197309762,-1.9307288076750073,looked
netherfield,73,206,0.011570771913139958,2.3138672203691533,1.8633228601204557,-1.9366376672855274,netherfield
down,73,207,0.011570771913139958,2.3159703454569174,1.8633228601204557,-1.9366376672855274,down
nor,73,208,0.011570771913139958,2.3180633349627615,1.8633228601204557,-1.9366376672855274,nor
yet,73,209,0.011570771913139958,2.320146286111054,1.8633228601204557,-1.9366376672855274,yet
just,72,210,0.011412268188302425,2.322219294733919,1.8573324964312683,-1.9426280309747148,just
still,72,211,0.011412268188302425,2.3242824552976926,1.8573324964312683,-1.9426280309747148,still
certainly,72,212,0.011412268188302425,2.326335860928751,1.8573324964312683,-1.9426280309747148,certainly
ill,72,213,0.011412268188302425,2.3283796034387376,1.8573324964312683,-1.9426280309747148,ill
happiness,72,214,0.011412268188302425,2.3304137733491905,1.8573324964312683,-1.9426280309747148,happiness
tell,71,215,0.011253764463464891,2.332438459915605,1.851258348719075,-1.9487021786869079,tell
next,71,216,0.011253764463464891,2.3344537511509307,1.851258348719075,-1.9487021786869079,next
few,71,217,0.011253764463464891,2.3364597338485296,1.851258348719075,-1.9487021786869079,few
something,71,218,0.011253764463464891,2.3384564936046046,1.851258348719075,-1.9487021786869079,something
kitty,71,219,0.011253764463464891,2.340444114840118,1.851258348719075,-1.9487021786869079,kitty
added,71,220,0.011253764463464891,2.342422680822206,1.851258348719075,-1.9487021786869079,added
both,71,221,0.011253764463464891,2.34439227368511,1.851258348719075,-1.9487021786869079,both
lucas,70,222,0.011095260738627358,2.3463529744506384,1.845098040014257,-1.9548624873917266,lucas
these,70,223,0.011095260738627358,2.3483048630481607,1.845098040014257,-1.9548624873917266,these
hear,70,224,0.011095260738627358,2.3502480183341623,1.845098040014257,-1.9548624873917266,hear
moment,70,225,0.011095260738627358,2.3521825181113623,1.845098040014257,-1.9548624873917266,moment
yes,70,226,0.011095260738627358,2.3541084391474008,1.845098040014257,-1.9548624873917266,yes
here,69,227,0.010936757013789824,2.3560258571931225,1.8388490907372552,-1.9611114366687281,here
told,69,228,0.010936757013789824,2.3579348470004535,1.8388490907372552,-1.9611114366687281,told
half,69,229,0.010936757013789824,2.359835482339888,1.8388490907372552,-1.9611114366687281,half
same,69,230,0.010936757013789824,2.3617278360175926,1.8388490907372552,-1.9611114366687281,same
uncle,69,231,0.010936757013789824,2.363611979892144,1.8388490907372552,-1.9611114366687281,uncle
opinion,68,232,0.01077825328895229,2.3654879848908994,1.8325089127062362,-1.9674516146997472,opinion
towards,68,233,0.01077825328895229,2.3673559210260184,1.8325089127062362,-1.9674516146997472,towards
present,68,234,0.01077825328895229,2.3692158574101425,1.8325089127062362,-1.9674516146997472,present
attention,67,235,0.010619749564114756,2.371067862271736,1.8260748027008262,-1.9738857247051569,attention
home,67,236,0.010619749564114756,2.3729120029701067,1.8260748027008262,-1.9738857247051569,home
went,67,237,0.010619749564114756,2.374748346010104,1.8260748027008262,-1.9738857247051569,went
town,66,238,0.010461245839277223,2.376576957056512,1.8195439355418683,-1.9804165918641148,town
speak,66,239,0.010461245839277223,2.3783979009481375,1.8195439355418683,-1.9804165918641148,speak
found,66,240,0.010461245839277223,2.380211241711606,1.8195439355418683,-1.9804165918641148,found
marriage,66,241,0.010461245839277223,2.382017042574868,1.8195439355418683,-1.9804165918641148,marriage
colonel,66,242,0.010461245839277223,2.383815365980431,1.8195439355418683,-1.9804165918641148,colonel
answer,65,243,0.010302742114439689,2.3856062735983117,1.8129133566428552,-1.9870471707631279,answer
least,65,244,0.010302742114439689,2.387389826338729,1.8129133566428552,-1.9870471707631279,least
left,65,245,0.010302742114439689,2.3891660843645326,1.8129133566428552,-1.9870471707631279,left
world,65,246,0.010302742114439689,2.390935107103379,1.8129133566428552,-1.9870471707631279,world
seemed,65,247,0.010302742114439689,2.392696953259666,1.8129133566428552,-1.9870471707631279,seemed
character,64,248,0.010144238389602156,2.394451680826216,1.8061799739838869,-1.9937805534220963,character
together,64,249,0.010144238389602156,2.396199347095736,1.8061799739838869,-1.9937805534220963,together
between,63,250,0.009985734664764621,2.397940008672037,1.7993405494535815,-2.0006199779524017,between
each,63,251,0.009985734664764621,2.3996737214810375,1.7993405494535815,-2.0006199779524017,each
gone,62,252,0.009827230939927089,2.4014005407815437,1.7923916894982537,-2.0075688379077294,gone
off,62,253,0.009827230939927089,2.4031205211758175,1.7923916894982537,-2.0075688379077294,off
leave,62,254,0.009827230939927089,2.404833716619938,1.7923916894982537,-2.0075688379077294,leave
because,62,255,0.009827230939927089,2.4065401804339546,1.7923916894982537,-2.0075688379077294,because
chapter,61,256,0.009668727215089554,2.408239965311849,1.785329835010767,-2.014630692395216,chapter
married,61,257,0.009668727215089554,2.4099331233312946,1.785329835010767,-2.014630692395216,married
conversation,61,258,0.009668727215089554,2.41161970596323,1.785329835010767,-2.014630692395216,conversation
passed,61,259,0.009668727215089554,2.4132997640812515,1.785329835010767,-2.014630692395216,passed
kind,61,260,0.009668727215089554,2.4149733479708178,1.785329835010767,-2.014630692395216,kind
received,61,261,0.009668727215089554,2.416640507338281,1.785329835010767,-2.014630692395216,received
coming,61,262,0.009668727215089554,2.4183012913197452,1.785329835010767,-2.014630692395216,coming
immediately,60,263,0.009510223490252021,2.4199557484897576,1.7781512503836434,-2.02180927702234,immediately
woman,60,264,0.009510223490252021,2.421603926869831,1.7781512503836434,-2.02180927702234,woman
part,60,265,0.009510223490252021,2.4232458739368075,1.7781512503836434,-2.02180927702234,part
seeing,60,266,0.009510223490252021,2.4248816366310666,1.7781512503836434,-2.02180927702234,seeing
since,59,267,0.009351719765414487,2.426511261364575,1.7708520116421442,-2.029108515763839,since
began,59,268,0.009351719765414487,2.4281347940287885,1.7708520116421442,-2.029108515763839,began
either,59,269,0.009351719765414487,2.4297522800024076,1.7708520116421442,-2.029108515763839,either
whose,59,270,0.009351719765414487,2.4313637641589874,1.7708520116421442,-2.029108515763839,whose
almost,59,271,0.009351719765414487,2.4329692908744054,1.7708520116421442,-2.029108515763839,almost
known,58,272,0.009193216040576954,2.4345689040341987,1.7634279935629371,-2.036532533843046,known
those,58,273,0.009193216040576954,2.436162647040756,1.7634279935629371,-2.036532533843046,those
find,58,274,0.009193216040576954,2.437750562820388,1.7634279935629371,-2.036532533843046,find
knew,58,275,0.009193216040576954,2.4393326938302624,1.7634279935629371,-2.036532533843046,knew
another,58,276,0.009193216040576954,2.4409090820652173,1.7634279935629371,-2.036532533843046,another
affection,58,277,0.009193216040576954,2.442479769064448,1.7634279935629371,-2.036532533843046,affection
far,58,278,0.009193216040576954,2.4440447959180758,1.7634279935629371,-2.036532533843046,far
party,57,279,0.00903471231573942,2.4456042032735974,1.7558748556724912,-2.0440856717334923,party
mind,57,280,0.00903471231573942,2.447158031342219,1.7558748556724912,-2.0440856717334923,mind
once,57,281,0.00903471231573942,2.4487063199050794,1.7558748556724912,-2.0440856717334923,once
going,57,282,0.00903471231573942,2.450249108319361,1.7558748556724912,-2.0440856717334923,going
means,57,283,0.00903471231573942,2.45178643552429,1.7558748556724912,-2.0440856717334923,means
meryton,57,284,0.00903471231573942,2.4533183400470375,1.7558748556724912,-2.0440856717334923,meryton
possible,57,285,0.00903471231573942,2.45484486000851,1.7558748556724912,-2.0440856717334923,possible
life,56,286,0.008876208590901886,2.4563660331290427,1.7481880270062005,-2.051772500399783,life
look,56,287,0.008876208590901886,2.4578818967339924,1.7481880270062005,-2.051772500399783,look
friends,55,288,0.008717704866064352,2.4593924877592306,1.7403626894942439,-2.0595978379117397,friends
certain,55,289,0.008717704866064352,2.4608978427565478,1.7403626894942439,-2.0595978379117397,certain
london,55,290,0.008717704866064352,2.4623979978989556,1.7403626894942439,-2.0595978379117397,london
behaviour,55,291,0.008717704866064352,2.4638929889859074,1.7403626894942439,-2.0595978379117397,behaviour
rather,55,292,0.008717704866064352,2.465382851448418,1.7403626894942439,-2.0595978379117397,rather
given,55,293,0.008717704866064352,2.4668676203541096,1.7403626894942439,-2.0595978379117397,given
others,54,294,0.008559201141226819,2.468347330412157,1.7323937598229684,-2.0675667675830147,others
acquaintance,54,295,0.008559201141226819,2.469822015978163,1.7323937598229684,-2.0675667675830147,acquaintance
gave,54,296,0.008559201141226819,2.4712917110589383,1.7323937598229684,-2.0675667675830147,gave
whether,54,297,0.008559201141226819,2.4727564493172123,1.7323937598229684,-2.0675667675830147,whether
able,54,298,0.008559201141226819,2.4742162640762553,1.7323937598229684,-2.0675667675830147,able
side,54,299,0.008559201141226819,2.4756711883244296,1.7323937598229684,-2.0675667675830147,side
why,53,300,0.008400697416389285,2.477121254719662,1.724275869600789,-2.075684657805194,why
took,53,301,0.008400697416389285,2.478566495593843,1.724275869600789,-2.075684657805194,took
pemberley,53,302,0.008400697416389285,2.4800069429571505,1.724275869600789,-2.075684657805194,pemberley
get,52,303,0.008242193691551752,2.481442628502305,1.716003343634799,-2.0839571837711843,get
continued,52,304,0.008242193691551752,2.4828735836087534,1.716003343634799,-2.0839571837711843,continued
against,52,305,0.008242193691551752,2.484299839346786,1.716003343634799,-2.0839571837711843,against
visit,51,306,0.008083689966714217,2.4857214264815797,1.7075701760979363,-2.092390351308047,visit
general,51,307,0.008083689966714217,2.487138375477186,1.7075701760979363,-2.092390351308047,general
person,51,308,0.008083689966714217,2.488550716500444,1.7075701760979363,-2.092390351308047,person
